ā kā piàn	阿咖片
rǔ guǒ táng kǒu fú yè	乳果糖口服液
rǔ hé nèi xiāo kē lì	乳核內消顆粒
rǔ huà xíng yè yā yè	乳化型液壓液
rǔ kāng wán nóng suō wán	乳康丸濃縮丸
rǔ méi jūn sù kē lì	乳酶菌素顆粒
rǔ níng báo mó yī piàn	乳寧薄膜衣片
rǔ pǐ ān xiāo jiāo náng	乳癖安消膠囊
rǔ pǐ sàn jié jiāo náng	乳癖散結膠囊
rǔ suān gài jǔ jué piàn	乳酸鈣咀嚼片
rǔ suān gài kǒu fú yè	乳酸鈣口服液
rǔ suān nà zhù shè yè	乳酸鈉注射液
rǔ suān xīn kě dìng piàn	乳酸心可定片
rǔ suān xīn kǒu fú yè	乳酸鋅口服液
rǔ suān yà tiě jiāo náng	乳酸亞鐵膠囊
rǔ suān yà tiě kǒu fú	乳酸亞鐵口服
rǔ xiàn kāng zhù shè yè	乳腺康注射液
rú yì shū luò xǐ jì	如意舒絡洗劑
ruǎn gǔ sù dī yǎn yè	軟骨素滴眼液
ruǎn gǔ sù nà jiāo náng	軟骨素鈉膠囊
ruǎn gǔ sù zhù shè yè	軟骨素注射液
ruǎn gǔ zēng shēng jiāo náng	阮骨增生膠囊
ruǎn gǔ zēng shēng kē lì	阮骨增生顆粒
ruǎn jiāo náng jì jiāo wán	軟膠囊劑膠丸
ruǎn mài líng kǒu fú yè	軟脈靈口服液
ruì jī shì rǎn sè yè	瑞姬氏染色液
ruì yì níng kòng shì piàn	瑞易寧控釋片
rùn cháng guǒ zi táng piàn	潤腸果子糖片
rùn cháng wán nóng suō wán	潤腸丸濃縮丸
rùn kě míng dī yǎn yè	潤可明滴眼液
rùn yī róng kǒu fú yè	潤伊容口服液
sāi kè xiāo zuò jiāo náng	塞克硝唑膠囊
sāi lái xī bù jiāo náng	塞來昔布膠囊
sāi lì luò ěr jiāo náng	塞利洛爾膠囊
sāi lóng fēng shī jiāo náng	塞隆風濕膠囊
sāi lǜ pǐ dìng jiāo náng	噻氯匹啶膠囊
sāi lǜ pǐ dìng jiāo náng	噻氯匹定膠囊
sāi lǜ pǐ dìng jiāo náng	塞氯匹定膠囊
sāi nài pǔ tīng nà piàn	噻奈普汀鈉片
sāi qǔ sī tè kē lì	塞曲司特顆粒
sāi tì pài zhù shè yè	塞替派注射液
sài tì pài zhù shè yè	賽替派注射液
sāi xuě fēng shī jiāo náng	塞雪風濕膠囊
sān biān wēn yáng jiāo náng	三鞭溫陽膠囊
sān dàn zuò hé gān piàn	三氮唑核苷片
sān fēn sān jìn gāo piàn	三分三浸膏片
sàn fēng níng sòu táng jiāng	散風寧嗽糖漿
sàn fēng tòu rè kē lì	散風透熱顆粒
sān guǒ tāng kǒu fú yè	三果湯口服液
sān hé gài jǔ jué piàn	三合鈣咀嚼片
sān huáng yì xuè jiāo náng	三黃益血膠囊
sān jiǎ yǎng biàn qín piàn	三甲氧苄嗪片
sàn jié rǔ pǐ tiē gāo	散結乳癖貼膏
sān jīn qīng huǒ zhī piàn	三金清火梔片
sān lè jiāng kǒu fú yè	三勒漿口服液
sān lín suān xiàn gān piàn	三磷酸腺苷片
sān qī dān shēn jiāo náng	三七丹參膠囊
sān qī dān shēn kē lì	三七丹參顆粒
sān qī guān xīn níng piàn	三七冠心寧片
sān qī shāng yào jiāo náng	三七傷藥膠囊
sān qī shāng yào kē lì	三七傷藥顆粒
sān qī tōng shū jiāo náng	三七通舒膠囊
sān qī xuè shāng níng sàn	三七血傷寧散
sān qī yǎng xuè jiāo náng	三七養血膠囊
sān qī zhī gān kē lì	三七脂肝顆粒
sān qī zhǐ xuè jiāo náng	三七止血膠囊
sān shé dǎn chuān bèi gāo	三蛇膽川貝膏
sān shé fēng shī yào jiǔ	三蛇風濕藥酒
sān shēn qí kǒu fú yè	三參芪口服液
sān shèn wán xiǎo mì wán	三腎丸小蜜丸
sān wèi fū bǎo ruǎn gāo	三味膚寶軟膏
sān wèi jí lí tāng sàn	三味蒺藜湯散
sān wèi lóng dǎn huā wán	三味龍膽花丸
sān wèi tán xiāng jiāo náng	三味檀香膠囊
sān wèi tán xiāng kē lì	三味檀香顆粒
sān wèi tán xiāng tāng sàn	三味檀香湯散
sān wèi xiè lì kē lì	三味瀉痢顆粒
sān yì niào sù ruǎn gāo	三益尿素軟膏
sān yì xīn jiǎo qì gāo	三益新腳氣膏
sāng jiāng gǎn mào jiāo náng	桑薑感冒膠囊
sāng jú gǎn chāng kē lì	桑菊感昌顆粒
sāng jú gǎn mào chōng jì	桑菊感冒沖劑
sāng lóng lì gān kē lì	桑龍利肝顆粒
sāng piāo shāo jiǔ diào sàn	桑螵蛸酒調散
sāng qǐ nǎo kāng kē lì	桑杞腦康顆粒
sēn tiě néng zhù shè yè	森鐵能注射液
shā cì yóu ruǎn jiāo náng	沙刺油軟膠囊
shā dīng àn chún jiāo náng	沙丁胺醇膠囊
shā jí zǐ yóu jiāo wán	沙棘籽油膠丸
shā jūn zhǐ yǎng xǐ jì	殺菌止癢洗劑
shā lián hé wèi jiāo náng	砂連和胃膠囊
shā méi xiāo kě jiāo náng	沙梅消渴膠囊
shā shēn zhǐ ké tāng sàn	沙參止咳湯散
shān bái xiāo shí hé jì	山白消食合劑
shān dá jī jì lù piàn	山達基記錄片
shān hé yè kǒu fú yè	山荷葉口服液
shān hú qī shí wèi wán	珊瑚七十味丸
shān là méi yè kē lì	山蠟梅葉顆粒
shān làng dàng shè xiāng gāo	山莨菪麝香膏
shān lí chún zhù shè yè	山梨醇注射液
shān lǜ chá jiàng yā piàn	山綠茶降壓片
shān pú jiàn pí kē lì	山葡健脾顆粒
shàn xiū yù cái bǔ piàn	疝修預裁補片
shān zhā jiàng zhī kē lì	山楂降脂顆粒
shān zhā jīng jiàng zhī piàn	山楂精降脂片
shān zhā mài qū kē lì	山楂麥麴顆粒
shān zhā nèi jīn jiāo náng	山楂內金膠囊
shāng fēng gǎn mào chōng jì	傷風感冒沖劑
shāng fēng gǎn mào kē lì	傷風感冒顆粒
shāng fēng jìng pēn wù jì	傷風淨噴霧劑
shāng fēng zhǐ ké táng jiāng	傷風止咳糖漿
shāng fù xīn pēn wù jì	傷復欣噴霧劑
shāng kē líng pēn wù jì	傷科靈噴霧劑
shǎo fù zhú yū jiāo náng	少腹逐瘀膠囊
shǎo fù zhú yū kē lì	少腹逐瘀顆粒
shāo shāng jìng pēn wù jì	燒傷淨噴霧劑
shāo shāng zhǐ tòng yào gāo	燒傷止痛藥膏
shāo tàng níng pēn wù jì	燒燙寧噴霧劑
shè xiāng diē dǎ ruǎn gāo	麝香跌打軟膏
shè xiāng fēng shī jiāo náng	麝香風濕膠囊
shè xiāng jiē gǔ jiāo náng	麝香接骨膠囊
shè xiāng kàng shuān jiāo náng	麝香抗栓膠囊
shè xiāng qū fēng shī gāo	麝香祛風濕膏
shè xiāng qū fēng shī yóu	麝香祛風濕油
shè xiāng tōng xīn dī wán	麝香通心滴丸
shè xiāng xīn nǎo lè piàn	麝香心腦樂片
shè xiāng xīn tòng níng piàn	麝香心痛寧片
shè xiāng xǐng shén chá jì	麝香醒神搽劑
shè xiāng zhǐ tòng tiē gāo	麝香止痛貼膏
shén huáng nà lǚ jiāo náng	神黃鈉鋁膠囊
shèn kē lì xì bāo ái	腎顆粒細胞癌
shēn líng bái zhú jiāo náng	參苓白朮膠囊
shēn líng bái zhú kē lì	參苓白朮顆粒
shēn líng gé jiè hé jì	參苓蛤蚧合劑
shēn líng jīng kǒu fú yè	參苓精口服液
shēn lóng níng xīn jiāo náng	參龍寧心膠囊
shén mǔ ān shén jiāo náng	神牡安神膠囊
shēn qí bó lì kāng piàn	參芪博力康片
shēn qí ē jiāo jiāo náng	參芪阿膠膠囊
shēn qí fù mài kē lì	參芪復脈顆粒
shēn qí gān kāng jiāo náng	參芪肝康膠囊
shèn qì guī kǒu fú yè	腎氣歸口服液
shēn qí jiàn wèi chōng jì	參芪健胃沖劑
shēn qí jiàn wèi kē lì	參芪健胃顆粒
shēn qí jiàng táng jiāo náng	參芪降糖膠囊
shēn qí jiàng táng kē lì	參芪降糖顆粒
shēn qí lì dé kāng piàn	參芪力得康片
shēn qí shā jí hé jì	參芪沙棘合劑
shēn qí wǔ wèi zǐ piàn	參芪五味子片
shēn qí xiāo kě jiāo náng	參芪消渴膠囊
shēn qí xiāo kě kē lì	參芪消渴顆粒
shēn qí yún zhī kē lì	參芪雲芝顆粒
shén qǔ wán cí zhū wán	神曲丸磁朱丸
shēn róng jiā kǒu fú yè	參茸加口服液
shēn róng sān shèn jiāo náng	參茸三腎膠囊
shēn róng yì shèn jiāo náng	參茸益腎膠囊
shèn shàng xiàn sè zōng piàn	腎上腺色腙片
shèn shuāi kāng guàn cháng yè	腎衰康灌腸液
shèn shuāi níng guàn cháng yè	腎衰寧灌腸液
shēn sōng yǎng xīn jiāo náng	參松養心膠囊
shèn yán sì wèi jiāo náng	腎炎四味膠囊
shèn yán sì wèi kē lì	腎炎四味顆粒
shèn yán wēn yáng jiāo náng	腎炎溫陽膠囊
shēng bái xīn zhù shè yè	升白欣注射液
shèng hóng qīng rè jiāo náng	勝紅清熱膠囊
shēng huà wán dà mì wán	生化丸大蜜丸
shēng jīn xiāo kě jiāo náng	生津消渴膠囊
shēng mài sàn zhù shè yè	生脈散注射液
shēng mài yǐn kǒu fú yè	生脈飲口服液
shēng qí xiāo kě jiāo náng	生芪消渴膠囊
shēng qì xuè kǒu fú yè	升氣血口服液
shēng qì yǎng yuán táng jiāng	升氣養元糖漿
shēng rǔ líng kǒu fú yè	生乳靈口服液
shēng wù méi qīng xǐ yè	生物酶清洗液
shēng wù zhì jì zhì liáo	生物製劑治療
shēng xuè bǎo kǒu fú yè	生血寶口服液
shēng xuè kāng kǒu fú yè	生血康口服液
shēng xuè tiě kǒu fú yè	生血鐵口服液
shēng xuè wán shuǐ mì wán	生血丸水蜜丸
shēng xuè xiǎo bǎn jiāo náng	升血小板膠囊
shēng yáng shí yī wèi wán	升陽十一味丸
shí bā wèi dǎng shēn wán	十八味黨參丸
shí bā wèi dù juān wán	十八味杜鵑丸
shí bā wèi hē zǐ wán	十八味訶子丸
shí bā wèi jiàng xiāng wán	十八味降香丸
shí bā wèi niú huáng sàn	十八味牛黃散
shí bā wèi ōu qǔ wán	十八味歐曲丸
shí dī shuǐ ruǎn jiāo náng	十滴水軟膠囊
shí èr wèi bīng piàn sàn	十二味冰片散
shí èr wèi shí liú sàn	十二味石榴散
shí èr wèi yì shǒu sàn	十二味翼首散
shí èr wèi yì shǒu wán	十二味翼首丸
shí huī liú huáng hé jì	石灰硫黃合劑
shí huī liú huáng hé jì	石灰硫磺合劑
shí jiǔ wèi cǎo guǒ sàn	十九味草果散
shì jūn dí kǒu fú yè	是菌敵口服液
shí liú jiàn wèi jiāo náng	石榴健胃膠囊
shí liù wèi dōng qīng wán	十六味冬青丸
shí lóng qīng xuè kē lì	石龍清血顆粒
shí mài qīng kǒu fú yè	石麥清口服液
shī pèi tè zhù shè yè	施沛特注射液
shí qī wèi dà péng wán	十七味大鵬丸
shí quán dà bǔ kē lì	十全大補顆粒
shí quán dà bǔ táng jiāng	十全大補糖漿
shī rè qīng kǒu fú yè	濕熱清口服液
shí sān wèi bǎng gā sàn	十三味榜嘎散
shí sān wèi cǎo guǒ sàn	十三味草果散
shí sān wèi hóng huā wán	十三味紅花丸
shí sān wèi mǎ lìn sàn	十三味馬藺散
shí sān wèi qīng lán sàn	十三味青蘭散
shí sān wèi xī míng wán	十三味菥蓂丸
shí shān jiǎn jiǎ jiāo náng	石杉鹼甲膠囊
shí wèi dì dá jiāo náng	十味蒂達膠囊
shí wèi fú zhèng kē lì	十味扶正顆粒
shí wèi hē zǐ tāng sàn	十味訶子湯散
shí wèi hēi bīng piàn wán	十味黑冰片丸
shí wèi jiàng táng kē lì	十味降糖顆粒
shí wèi rǔ xiāng jiāo náng	十味乳香膠囊
shí wéi tiě jǔ jué piàn	十維鐵咀嚼片
shí wèi xuè rè tāng sàn	十味血熱湯散
shí wèi yù quán jiāo náng	十味玉泉膠囊
shí wǔ wèi chén xiāng wán	十五味沉香丸
shí wǔ wèi chú fèng sàn	十五味雛鳳散
shí wǔ wèi hēi yào wán	十五味黑藥丸
shí wǔ wèi rǔ péng wán	十五味乳鵬丸
shí wǔ wèi tiě fěn sàn	十五味鐵粉散
shí wǔ zhì qīng níng wán	十五制清寧丸
shí yī wèi bān máo wán	十一味斑蝥丸
shí yī wèi cǎo guǒ wán	十一味草果丸
shí yī wèi gān lù wán	十一味甘露丸
shí yī wèi jīn sè sàn	十一味金色散
shí yī wèi jīn sè wán	十一味金色丸
shí yī wèi néng xiāo wán	十一味能消丸
shí yī wèi wéi mìng sàn	十一味維命散
shǒu cān shèn bǎo jiāo náng	手參腎寶膠囊
shǒu wū qiāng huó kē lì	首烏羌活顆粒
shǒu wū xiāo kě kē lì	首烏消渴顆粒
shǒu wū yán shòu kē lì	首烏延壽顆粒
shǒu zhì jiàn nǎo kē lì	首志健腦顆粒
shū bì lì zhù shè yè	舒必利注射液
shū chuǎn líng qì wù jì	舒喘靈氣霧劑
shū chuǎn níng qì wù jì	舒喘寧氣霧劑
shū fēng qīng rè jiāo náng	疏風清熱膠囊
shū fēng sàn rè jiāo náng	疏風散熱膠囊
shū gān huà zhì jiāo náng	舒肝化滯膠囊
shū gān huó xuè kē lì	疏肝活血顆粒
shū gān jiàn wèi kē lì	舒肝健胃顆粒
shū gān níng zhù shè yè	舒肝寧注射液
shū gān wán dà mì wán	舒肝丸大蜜丸
shū gān wán nóng suō wán	舒肝丸濃縮丸
shū gān yì pí kē lì	舒肝益脾顆粒
shū gān yì yáng jiāo náng	疏肝益陽膠囊
shū jīn huó xuè jiāo náng	舒筋活血膠囊
shū jīn shí èr wèi wán	舒筋十二味丸
shū jīn tōng luò kē lì	舒筋通絡顆粒
shū ké pí pá táng jiāng	舒咳枇杷糖漿
shū qí jiǎn féi jiāo náng	淑旗減肥膠囊
shǔ shī gǎn mào kē lì	暑濕感冒顆粒
shū xīn níng kǒu fú yè	舒心寧口服液
shū xīn tōng mài jiāo náng	舒心通脈膠囊
shū xuè níng zhù shè yè	舒血寧注射液
shū xuè tōng zhù shè yè	疏血通注射液
shū xuè yòng kàng níng yè	輸血用抗凝液
shū yàn qīng pēn wù jì	舒咽清噴霧劑
shǔ zhōng nǎi wèi gài piàn	蜀中奶味鈣片
shuāng cān ān shén táng jiāng	雙參安神糖漿
shuāng cān yì shén kē lì	雙參益神顆粒
shuāng cì qǐ kǒu fú yè	雙刺杞口服液
shuāng cù ruì yīn jiāo náng	雙醋瑞因膠囊
shuāng fēn wěi má jiāo náng	雙分僞麻膠囊
shuāng fēn wěi má jiāo náng	雙酚偽麻膠囊
shuāng fēn wěi má táng jiāng	雙酚偽麻糖漿
shuǎng fū shuǐ hé rǔ yè	爽膚水和乳液
shuāng gǔ sān zǐ jiāo náng	雙骨三子膠囊
shuāng guā táng ān jiāo náng	雙瓜糖安膠囊
shuāng hǔ qīng dǎn kē lì	雙虎清膽顆粒
shuāng hǔ qīng gān kē lì	雙虎清肝顆粒
shuāng huáng lián dī yǎn jì	雙黃連滴眼劑
shuāng huáng lián dī yǎn yè	雙黃連滴眼液
shuāng huáng lián dī zhù yè	雙黃連滴注液
shuāng huáng lián jǔ jué piàn	雙黃連咀嚼片
shuāng huáng lián kǒu fú yè	雙黃連口服液
shuāng huáng lián pào téng piàn	雙黃連泡騰片
shuāng huáng lián qì wù jì	雙黃連氣霧劑
shuāng huáng lián ruǎn jiāo náng	雙黃連軟膠囊
shuāng huáng lián zhù shè yè	雙黃連注射液
shuāng huáng píng chuǎn kē lì	雙黃平喘顆粒
shuāng huáng xiāo yán jiāo náng	雙黃消炎膠囊
shuāng huáng zhǐ yǎng xǐ yè	雙黃止癢洗液
shuāng jiě zhǐ xiè kē lì	雙解止瀉顆粒
shuāng jīn lián kǒu fú yè	雙金連口服液
shuāng jīn wèi yáng jiāo náng	雙金胃瘍膠囊
shuāng liào hóu fēng hán piàn	雙料喉風含片
shuāng lǜ fēi nà àn piàn	雙氯非那胺片
shuāng lǜ fēn suān jiǎ piàn	雙氯芬酸鉀片
shuāng lǜ fēn suān nà piàn	雙氯芬酸鈉片
shuāng mì dìng hùn xuán yè	雙嘧啶混懸液
shuāng pū wěi má jiāo náng	雙撲偽麻膠囊
shuāng pū wěi má kē lì	雙撲偽麻顆粒
shuāng qín lì xuè píng piàn	雙嗪利血平片
shuāng qīng lǜ sāi qín piàn	雙氫氯噻嗪片
shuāng qīng mài jiǎo jiǎn piàn	雙氫麥角鹼片
shuāng qīng qīng hāo sù piàn	雙氫青蒿素片
shuāng quē shī tàn zhǐ piàn	雙炔失碳酯片
shuāng xiāng pái shí kē lì	雙香排石顆粒
shuāng xiāng shùn qì jiāo náng	雙香順氣膠囊
shuāng xīng míng dī yǎn yè	雙星明滴眼液
shuāng yǎng shuǐ dī ěr yè	雙氧水滴耳液
shuāng zuò tài pào téng piàn	雙唑泰泡騰片
shuǐ fēi jì bīn jiāo náng	水飛薊賓膠囊
shuǐ fēi jì sù jiāo náng	水飛薊素膠囊
shuǐ hé lǜ quán hé jì	水合氯醛合劑
shuǐ niú jiǎo jiě dú wán	水牛角解毒丸
shuǐ xiàn hé wèi kē lì	水線和胃顆粒
shuǐ xìng jìn chū zhì jì	水性浸出製劑
shuǐ yáng suān dī ěr yè	水楊酸滴耳液
shuǐ yáng suān měi jiāo náng	水楊酸鎂膠囊
shuǐ yáng suān mī zuò piàn	水楊酸咪唑片
shùn qì shí sān wèi sàn	順氣十三味散
sì fēn zhī yì bō piàn	四分之一波片
sì jì gǎn mào jiāo náng	四季感冒膠囊
sì jì sān huáng jiāo náng	四季三黃膠囊
sì jì xiāo yán hóu piàn	四季消炎喉片
sì jiā jiǎn zhèng qì sàn	四加減正氣散
sì jūn zǐ kǒu fú yè	四君子口服液
sī mò sī tīng jiāo náng	司莫司汀膠囊
sì mó tāng kǒu fú yè	四磨湯口服液
sì nì tāng kǒu fú yè	四逆湯口服液
sī pà shā xīng jiāo náng	司帕沙星膠囊
sī pà shā xīng kē lì	司帕沙星顆粒
sī pí rén nuò jiāo náng	斯皮仁諾膠囊
sī qí kāng zhù shè yè	斯奇康注射液
sī tā fū dìng jiāo náng	司他夫定膠囊
sì wèi jiāng huáng tāng sàn	四味薑黃湯散
sì wéi pú táo táng sàn	四維葡萄糖散
sì wéi pú xīn jiāo wán	四維葡鋅膠丸
sì wèi tōng luò jiāo náng	四味通絡膠囊
sì wèi tǔ mù xiāng sàn	四味土木香散
sì wèi yì qì jiāo náng	四味益氣膠囊
sì zǐ tián jīng jiāo náng	四子填精膠囊
sōng bǔ lì kǒu fú yè	松補力口服液
sōng dǎn yuán hú chá jì	松膽元胡搽劑
sǒng mù wèi tòng kē lì	楤木胃痛顆粒
sōu guā mín zhī mín gāo	搜刮民脂民膏
sù bì lín zhù shè yè	速碧林注射液
sù gāo jié liáo yǎn gāo	素高捷療眼膏
sū huáng zhǐ ké jiāo náng	蘇黃止咳膠囊
sù kè gǎn mào jiāo náng	速克感冒膠囊
sū mù sù rǎn sè yè	蘇木素染色液
sū nán shān dù tòng wán	蘇南山肚痛丸
sù róng ē jiāo chōng jì	速溶阿膠沖劑
sù róng jīn gài kē lì	速溶金鈣顆粒
sù xiào gǎn mào chōng jì	速效感冒沖劑
sù xiào gǎn mào jiāo náng	速效感冒膠囊
sù xiào gǎn mào kē lì	速效感冒顆粒
sù xiào shāng fēng jiāo náng	速效傷風膠囊
sù xiào xīn tòng dī wán	速效心痛滴丸
sù xiào zhǐ xiè jiāo náng	速效止瀉膠囊
sù zhǐ shuǐ xiè kē lì	速止水瀉顆粒
suān zǎo rén kǒu fú yè	酸棗仁口服液
sǔn shāng fù yuán táng jiāng	損傷復元糖漿
sǔn shāng jiē gǔ yào gāo	損傷接骨藥膏
suō biàn qīng méi sù nà	羧苄青黴素鈉
suō biàn xī lín èr nà	羧苄西林二鈉
suō biàn xī lín shuāng nà	羧苄西林雙鈉
suō biàn xī lín yìn mǎn	羧苄西林茚滿
suō gōng sù zhù shè yè	縮宮素注射液
suō jiǎ sī tǎn hán piàn	羧甲司坦含片
suō jiǎ sī tǎn kē lì	羧甲司坦顆粒
suǒ yáng bǔ shèn jiāo náng	鎖陽補腎膠囊
tā kǎ xī chún ruǎn gāo	他卡西醇軟膏
tā kè mò sī jiāo náng	他克莫司膠囊
tā kè mò sī ruǎn gāo	他克莫司軟膏
tā zhā luó tīng rǔ gāo	他扎羅汀乳膏
tài dīng ān dī yǎn yè	酞丁安滴眼液
tài dīng àn dī yǎn yè	酞丁胺滴眼液
tài dīng ān yǎn dī yè	酞丁安眼滴液
tài hé dòng jiǔ ké wán	太和洞久咳丸
tài huáng àn sāi zuò piàn	酞磺胺噻唑片
tài nuò níng kāng jiāo náng	泰諾寧康膠囊
tài suān zhǐ ǒu lián jì	酞酸酯偶聯劑
tài suān zhǐ ǒu lián jì	鈦酸酯偶聯劑
tán rè qīng zhù shè yè	痰熱清注射液
tàn suān gài jǔ jué piàn	碳酸鈣咀嚼片
tàn suān lǐ huǎn shì piàn	碳酸鋰緩釋片
tǎn suǒ luó xīn jiāo náng	坦索羅辛膠囊
tán xìng méi cháng róng piàn	彈性酶腸溶片
táng suān gài kǒu fú yè	糖酸鈣口服液
táng tài dé kǒu fú yè	糖泰得口服液
táo qí shēng xuè jiāo náng	桃芪生血膠囊
tè bǐ nài fēn chá jì	特比萘芬搽劑
tè bǐ nài fēn róng yè	特比萘芬溶液
tè bǐ nài fēn rǔ gāo	特比萘芬乳膏
tè bǐ nài fēn ruǎn gāo	特比萘芬軟膏
tè fēi nà dīng jiāo náng	特非那丁膠囊
tè fēi nà dìng jiāo náng	特非那定膠囊
tè fēi nà dīng kē lì	特非那丁顆粒
tè lā zuò qín jiāo náng	特拉唑嗪膠囊
tè luò wěi má jiāo náng	特洛偽麻膠囊
tì jiā fú zhù shè yè	替加氟注射液
tì mǐ shā tǎn jiāo náng	替米沙坦膠囊
tì mò zuò àn jiāo náng	替莫唑胺膠囊
tì pǔ ruì tóng jiāo náng	替普瑞酮膠囊
tì xiāo zuò yīn dào piàn	替硝唑陰道片
tì xiāo zuò zhù shè yè	替硝唑注射液
tiān cān yì qì jiāo náng	天參益氣膠囊
tiān dān tōng luò jiāo náng	天丹通絡膠囊
tiān hé gǔ tōng tiē gāo	天和骨通貼膏
tiān hú suī yù gān piàn	天胡荽愈肝片
