ā yóu qiān	錒鈾鉛
sān yǎng huà tài gài	三氧化鈦鈣
sān yì bǐng chún àn	三異丙醇胺
sān yǐ èr chún mí	三乙二醇醚
sān yǐ jī dǎn jiǎn	三乙基膽鹼
sān yǐ jī guī wán	三乙基硅烷
sān yǐ jī péng wán	三乙基硼烷
sān yǐ jī xī wán	三乙基矽烷
sān yǐ xī èr àn	三乙烯二胺
sān yǐ xī jiǎ àn	三乙烯甲胺
sān yǐ xī sì àn	三乙烯四胺
sè àn shēng wù jiǎn	色胺生物鹼
sè de tóng wèi sù	銫的同位素
sè de yǎng huà wù	銫的氧化物
sè gān suān èr nà	色甘酸二鈉
shā bā suān jiǎo gǎn	沙巴酸腳桿
shā yán xíng yóu kuàng	砂岩型鈾礦
shān de tóng wèi sù	釤的同位素
shān lí suān yǐ zhǐ	山梨酸乙酯
shān nǚ cè nián fǎ	釤釹測年法
shān yǒu gá tè dī	釤銪釓鋱鏑
shāo jié nǚ tiě péng	燒結釹鐵硼
shēn biāo zhǔn róng yè	砷標準溶液
shēn de tóng wèi sù	砷的同位素
shēn de yǎng huà wù	砷的氧化物
shēn dú xìng kǒu yán	砷毒性口炎
shén jīng àn suān méi	神經胺酸酶
shén jīng ān suān méi	神經氨酸酶
shēn liú tóng tiě kuàng	砷硫銅鐵礦
shèn shàng xiàn zāi tóng	腎上腺甾酮
shēn suān chǎn jīn jūn	砷酸產金菌
shēn suān èr qīng jiǎ	砷酸二氫鉀
shēn suān èr qīng nà	砷酸二氫鈉
shēn suān měi gài shí	砷酸鎂鈣石
shēn suān míng fán shí	砷酸明礬石
shēn suān qīng èr ǎn	砷酸氫二銨
shēn suān qīng èr nà	砷酸氫二鈉
shēn suān qīng èr nà	砷酸氫二納
shēn suān sān jiǎ zhǐ	砷酸三甲酯
shēn suān tián cài jiǎn	砷酸甜菜鹼
shèn xiǎo guǎn xìng suān	腎小管性酸
shēn yán jiǎn chá fǎ	砷鹽檢查法
shèn yòng ān jī suān	腎用氨基酸
shēn zhì pí fū ái	砷致皮膚癌
shēng lǐ lǜ huà nà	生理氯化鈉
shēng táng ān jī suān	生糖氨基酸
shí bā suān nèi zhǐ	十八酸內酯
shí bā tàn èr xī	十八碳二烯
shí bā tàn wán suān	十八碳烷酸
shì běn àn kē lì	嗜苯胺顆粒
shí biàn zhōng suān xìng	蝕變中酸性
shī dài cháng xìng jiǎn	失代償性鹼
shī dài cháng xìng suān	失代償性酸
shì de tóng wèi sù	鈰的同位素
shǐ dì fēn suān qiān	史蒂芬酸鉛
shí èr lín mù suān	十二磷鉬酸
shí èr miàn tǐ wán	十二面體烷
shí èr suān yǐ zhǐ	十二酸乙酯
shí èr wán běn fēn	十二烷苯酚
shí èr wán èr suān	十二烷二酸
shí èr wán jī běn	十二烷基苯
shí fú huà èr liú	十氟化二硫
shì guī suān zhí wù	嗜硅酸植物
shì huáng suān shòu tǐ	視黃酸受體
shí jì huǎn chōng jiǎn	實際緩衝鹼
shì jiǎn lì xì bāo	嗜鹼粒細胞
shì jiǎn xì bāo ái	嗜鹼細胞癌
shì jiǎn xìng xì bāo	嗜鹼性細胞
shí jiǔ suān jiǎ zhǐ	十九酸甲酯
shǐ jūn zǐ ān suān	使君子氨酸
shí liú huà sì lín	十硫化四磷
shí liù shí bā suān	十六十八酸
shí liù tàn xī suān	十六碳烯酸
shí liù wán èr suān	十六烷二酸
shí liù wán jī běn	十六烷基苯
shí mò xī fěn tǐ	石墨烯粉體
shí mò xī zhì bèi	石墨烯製備
shí qī suān jiǎ zhǐ	十七酸甲酯
shì rè shì suān jūn	嗜熱嗜酸菌
shí sān suān jiǎ zhǐ	十三酸甲酯
shí sān suān yǐ zhǐ	十三酸乙酯
shí sān wán èr suān	十三烷二酸
shí shuǐ liú suān nà	十水硫酸鈉
shí shuǐ tàn suān nà	十水碳酸鈉
shí sì suān jiǎ zhǐ	十四酸甲酯
shí sì suān yǐ zhǐ	十四酸乙酯
shí sì wán jī xiù	十四烷基溴
shí sì wán suān zhǐ	十四烷酸酯
shì suān lì xì bāo	嗜酸粒細胞
shì suān rǔ gǎn jūn	嗜酸乳桿菌
shì suān xì bāo ái	嗜酸細胞癌
shì suān xìng nóng zhǒng	嗜酸性膿腫
shì suān xìng xiàn ái	嗜酸性腺癌
shì suān xìng xiàn liú	嗜酸性腺瘤
shí tàn suān pǐn hóng	石炭酸品紅
shí tàn suān shāo shāng	石炭酸燒傷
shí wǔ fú xīn suān	十五氟辛酸
shí wǔ suān jiǎ zhǐ	十五酸甲酯
shí wǔ suān yǐ zhǐ	十五酸乙酯
shí wǔ tàn xī suān	十五碳烯酸
shí xiù èr běn mí	十溴二苯醚
shí xiù lián běn mí	十溴聯苯醚
shí yǎng huà sì lín	十氧化四磷
shí yī suān gāo tóng	十一酸睾酮
shí yī suān jiǎ zhǐ	十一酸甲酯
shí yī tàn èr xī	十一碳二烯
shí yī tàn xī quán	十一碳烯醛
shí yī tàn xī suān	十一碳烯酸
shí yī wán jī chún	十一烷基醇
shí yī xī suān dīng	十一烯酸酊
shí yī xī suān xīn	十一烯酸鋅
shí yī xī suān zhǐ	十一烯酸酯
shí yóu huáng suān nà	石油磺酸鈉
shí yóu liú suān bèi	石油硫酸鋇
shū dīng jī běn fēn	叔丁基苯酚
shū dīng jī běn jī	叔丁基苯基
shū dīng jī liú chún	叔丁基硫醇
shū dīng jī yǐ běn	叔丁基乙苯
shū dīng jī yǐ suān	叔丁基乙酸
shū huā suān téng zi	疏花酸藤子
shū shí èr liú chún	叔十二硫醇
shū shí liù liú chún	叔十六硫醇
shū shuǐ ān jī suān	疏水氨基酸
shū wù suān yǐ zhǐ	叔戊酸乙酯
shuāi biàn qū xiàn lì	衰變曲線鉝
shuāng bàn guāng ān suān	雙半胱氨酸
shuāng bǐng wù suān nà	雙丙戊酸鈉
shuāng cù fú měi sōng	雙醋氟美松
shuāng cù quē nuò chún	雙醋炔諾醇
shuāng èr běn jī lìn	雙二苯基膦
shuāng huán yǎng yǐ wán	雙環氧乙烷
shuāng jì wù sì chún	雙季戊四醇
shuāng liàn guī suān yán	雙鏈硅酸鹽
shuāng lín suān xiàn gān	雙磷酸腺苷
shuāng lín suān yán lèi	雙磷酸鹽類
shuāng lǜ fēi nà àn	雙氯非那胺
shuāng lǜ fēn suān jiǎ	雙氯芬酸鉀
shuāng lǜ fēn suān nà	雙氯芬酸鈉
shuāng lǜ qīng méi sù	雙氯青黴素
shuāng lǜ xī lín nà	雙氯西林鈉
shuāng mò shí zǐ suān	雙沒食子酸
shuāng qīng kě dài yīn	雙氫可待因
shuāng qīng kè niào sāi	雙氫克尿塞
shuāng qīng kuí ní dīng	雙氫奎尼丁
shuāng qīng mài jiǎo àn	雙氫麥角胺
shuāng qīng qīng hāo sù	雙氫青蒿素
shuāng qīng sù zāi chún	雙氫速甾醇
shuāng tuō yǎng bāo gān	雙脫氧胞苷
shuāng tuō yǎng jī gān	雙脫氧肌苷
shuāng yà xiāo suān yán	雙亞硝酸鹽
shuāng yìng zhī suān lǚ	雙硬脂酸鋁
shuāng zhuī gǔn jiǎ chún	雙錐輥甲醇
shuǐ cǎo suān gài shí	水草酸鈣石
shuǐ jiě xìng suān dù	水解性酸度
shuǐ lóng gǔ zāi tóng	水龍骨甾酮
shuǐ qín suān yǐ zhǐ	水芹酸乙酯
shuǐ tí chún chén fǎ	水提醇沉法
shuǐ yáng qiǎng wò suān	水楊羥肟酸
shuǐ yáng suān běn àn	水楊酸苯胺
shuǐ yáng suān běn fēn	水楊酸苯酚
shuǐ yáng suān běn zhǐ	水楊酸苯酯
shuǐ yáng suān biàn zhǐ	水楊酸苄酯
shuǐ yáng suān dīng zhǐ	水楊酸丁酯
shuǐ yáng suān jǐ zhǐ	水楊酸己酯
shuǐ yáng suān jiǎ zhǐ	水楊酸甲酯
shuǐ yáng suān jiǎ zhī	水楊酸甲脂
shuǐ yáng suān wù zhǐ	水楊酸戊酯
shuǐ yáng suān yán lèi	水楊酸鹽類
shuǐ yáng suān yǐ zhǐ	水楊酸乙酯
shuǐ yáng xiān běn àn	水楊酰苯胺
shùn dīng xī èr gān	順丁烯二酐
shùn dīng xī èr jīng	順丁烯二腈
shùn dīng xī èr suān	順丁烯二酸
shùn fǎn shì rén xī	順反式壬烯
shùn shì jǐ xī chún	順式己烯醇
shùn shì mò lì tóng	順式茉莉酮
shùn shì shì huáng suān	順式視黃酸
shùn shì wù èr xī	順式戊二烯
shùn shì wū tóu suān	順式烏頭酸
shùn wū tóu suān méi	順烏頭酸酶
sì ān jī ēn kūn	四氨基蒽醌
sì běn jī bǐng quē	四苯基丙炔
sì běn jī bǔ lín	四苯基卟啉
sì běn jī èr lín	四苯基二磷
sì běn jī èr lìn	四苯基二膦
sì běn jī jiǎ wán	四苯基甲烷
sì běn jī sāi fēn	四苯基噻吩
sì běn jī yǐ xī	四苯基乙烯
sì běn péng suān gēn	四苯硼酸根
sì běn pín nǎ chún	四苯頻哪醇
sì dàn huà sì liú	四氮化四硫
sì dàn huà sì xī	四氮化四硒
sī de tóng wèi sù	鍶的同位素
sī de yǎng huà wù	鍶的氧化物
sī dì fēn suān qiān	斯蒂芬酸鉛
sì dié dàn jiǎ wán	四疊氮甲烷
sì fú běn jiǎ suān	四氟苯甲酸
sì fú běn jú zhǐ	四氟苯菊酯
sì fú dài lìn wán	四氟代膦烷
sì fú dīng èr suān	四氟丁二酸
sì fú hé péng suān	四氟合硼酸
sì fú huà èr dàn	四氟化二氮
sì fú huà èr liú	四氟化二硫
sì fú péng suān gēn	四氟硼酸根
sì fú péng suān lǐ	四氟硼酸鋰
sì fú péng suān liù	四氟硼酸六
sì fú péng suān tóng	四氟硼酸銅
sì fú péng suān xiāo	四氟硼酸硝
sì fú péng suān yán	四氟硼酸鹽
sì fú péng suān yín	四氟硼酸銀
sì fú tī suān ǎn	四氟銻酸銨
sì fú yǎng huà liú	四氟氧化硫
sì fú yǎng huà mù	四氟氧化鉬
sì fú yǎng huà wū	四氟氧化鎢
sì jiǎ běn nán zhǐ	四甲苯喃酯
sì jiǎ jī bǐ dìng	四甲基吡啶
sì jiǎ jī dīng wán	四甲基丁烷
sì jiǎ jī èr dié	四甲基二䏲
sì jiǎ jī èr shèn	四甲基二胂
sì jiǎ jī èr shēn	四甲基二砷
sì jiǎ jī hé tiě	四甲基合鐵
sì jiǎ jī lián shèn	四甲基聯胂
sì jiǎ jī liú niào	四甲基硫脲
sì jiǎ jī pài dìng	四甲基哌啶
sì jiǎ jī shuāng fēn	四甲基雙酚
sì jiǎ yǎng jī zhě	四甲氧基鍺
sì liú dài lín suān	四硫代磷酸
sì liú fù wǎ xī	四硫富瓦烯
sì liú huà èr nà	四硫化二鈉
sì liú huà sān gǔ	四硫化三鈷
sì liú huà sān tiě	四硫化三鐵
sì liú huà sì shēn	四硫化四砷
sì liú huáng suān jiǎ	四硫磺酸鉀
sì lǜ bǎ suān ǎn	四氯鈀酸銨
sì lǜ bǎ suān jiǎ	四氯鈀酸鉀
sì lǜ bǎ suān nà	四氯鈀酸鈉
sì lǜ bó suān jiǎ	四氯鉑酸鉀
sì lǜ duì běn kūn	四氯對苯醌
sì lǜ hé jīn suān	四氯合金酸
sì lǜ lián běn àn	四氯聯苯胺
sì lǜ lǚ suān gé	四氯鋁酸鎘
sì lǜ lǚ suān lǐ	四氯鋁酸鋰
sì lǜ lǚ suān nà	四氯鋁酸鈉
sì lǜ niè suān gēn	四氯鎳酸根
sì lǜ xiāo jī běn	四氯硝基苯
sì lǜ xīn suān yán	四氯鋅酸鹽
sì lǜ yǎng huà é	四氯氧化鋨
sì lǜ yǎng huà wū	四氯氧化鎢
sì lǜ yì běn jīng	四氯異苯腈
sì lǜ yíng guāng sù	四氯熒光素
sì qiǎng jī huáng tóng	四羥基黃酮
sì qīng běn jiǎ quán	四氫苯甲醛
sì qīng bǐ nán mí	四氫吡喃醚
sì qīng bǐ nán tóng	四氫吡喃酮
sì qīng dà má fēn	四氫大麻酚
sì qīng dān shēn tóng	四氫丹參酮
sì qíng jī jiǎ wán	四氰基甲烷
sì qíng jī yǐ xī	四氰基乙烯
sì qīng pà mǎ dīng	四氫帕馬丁
sì qīng péng suān yán	四氫硼酸鹽
sì qīng pí zhì tóng	四氫皮質酮
sì qīng xiǎo bò jiǎn	四氫小檗鹼
sì qíng xīn suān jiǎ	四氰鋅酸鉀
sì qīng yì kuí lín	四氫異喹啉
sì tāng jī gǔ suān	四羰基鈷酸
sì tāng jī qīng gǔ	四羰基氫鈷
sì xī èr shí suān	四烯二十酸
sì xī jiǎ nài kūn	四烯甲萘醌
sì xiāo jī jiǎ wán	四硝基甲烷
sì xiāo jiǎ běn àn	四硝甲苯胺
sì xiāo suān hé jīn	四硝酸合金
sì xiāo suān huǒ mián	四硝酸火棉
sì xiù dài yǐ xī	四溴代乙烯
sì xiù hé jīn suān	四溴合金酸
sì xiù yǎng huà wū	四溴氧化鎢
sì yǎng fú yǐ wán	四氧氟乙烷
sì yǎng huà èr bì	四氧化二鉍
sì yǎng huà èr dàn	四氧化二氮
sì yǎng huà èr fán	四氧化二釩
sì yǎng huà èr lǜ	四氧化二氯
sì yǎng huà èr tī	四氧化二銻
sì yǎng huà sān gǔ	四氧化三鈷
sì yǎng huà sān měng	四氧化三錳
sì yǎng huà sān qiān	四氧化三鉛
sì yǎng huà sān tiě	四氧化三鐵
sì yǐ jī jiǎ wán	四乙基甲烷
sì yǐ suān èr lǎo	四乙酸二銠
sì yǐ suān èr liǎo	四乙酸二釕
sì yǐ xī jī xī	四乙烯基錫
sì yǐ xī wǔ àn	四乙烯五胺
sì zuò liú ēn tóng	四唑硫蒽酮
sōng xiāng suān yǐ zhǐ	松香酸乙酯
sū ān suān jī méi	蘇氨酸激酶
sū ān suān tè yì	蘇氨酸特異
sū ān suān tuō méi	蘇氨酸脫酶
suān cài bái ròu guō	酸菜白肉鍋
suān cài cuān bái ròu	酸菜汆白肉
suān cài jiā cài huā	酸菜加菜花
suān chéng zhī yān yú	酸橙汁醃魚
suān fēn mì xì bāo	酸分泌細胞
suān fù hè shì yàn	酸負荷試驗
suān guǒ lǜ de gē	酸果綠的歌
suān huà yā liè bèng	酸化壓裂泵
suān jī yā liè yè	酸基壓裂液
suān jiǎn diàn lí lùn	酸鹼電離論
suān jiǎn miè huǒ jī	酸鹼滅火機
suān jiǎn zhì zǐ lùn	酸鹼質子論
suān jiě lí cháng shù	酸解離常數
suān jú zhī yān yú	酸橘汁醃魚
suān là gē dā tāng	酸辣疙瘩湯
suān là tǔ dòu sī	酸辣土豆絲
suān lí jiě cháng shù	酸離解常數
suān liàng dī dìng fǎ	酸量滴定法
suān liù ān hé gǔ	酸六氨合鈷
suān liú gǎn jūn gāng	酸硫桿菌綱
suān liú gǎn jūn mù	酸硫桿菌目
suān mǎ wěi chuán shuō	酸馬尾傳說
suān mǎ wěi kè xīng	酸馬尾剋星
suān nǎi jiàng jiàng chá	酸奶醬醬茶
suān nǎi xiǎo wáng zǐ	酸奶小王紫
suān pì hái ruǎn táng	酸屁孩軟糖
suān pú táo xīn lǐ	酸葡萄心理
suān qì fēn lí qì	酸氣分離器
suān qì kōng lěng qì	酸氣空冷器
suān sān jiǎ jī liǔ	酸三甲基鋶
suān shì dī dìng guǎn	酸式滴定管
suān shì lín suān měng	酸式磷酸錳
suān shì liú suān jiǎ	酸式硫酸鉀
suān shì liú suān nà	酸式硫酸鈉
suān shì tàn suān ǎn	酸式碳酸銨
suān shì tàn suān jiǎ	酸式碳酸鉀
suān shì tàn suān lǐ	酸式碳酸鋰
suān shì tàn suān nà	酸式碳酸鈉
suān shuǐ huí liú guàn	酸水回流罐
suān shuǐ jiě lào sù	酸水解酪素
suān sì ān hé bó	酸四氨合鉑
suān sì dīng jī ǎn	酸四丁基銨
suān sì jiǎ jī ǎn	酸四甲基銨
suān sì lǜ hé lín	酸四氯合磷
suān sì yǐ jī ǎn	酸四乙基銨
suān sǔn jī pí tāng	酸筍雞皮湯
suān tián kǔ là xián	酸甜苦辣鹹
suān wèi dùn niú ròu	酸味燉牛肉
suān wēi jūn yà gāng	酸微菌亞綱
suān wèi qiū hǎi táng	酸味秋海棠
suān xìng dìng xiàng yù	酸性定像浴
suān xìng ēn kūn zǐ	酸性蒽醌紫
suān xìng hé jiǎn xìng	酸性和鹼性
suān xìng lǔ huà wù	酸性鹵化物
suān xìng lǜ huà wù	酸性氯化物
suān xìng méi jiè huáng	酸性媒介黃
suān xìng méi jiè zōng	酸性媒介棕
suān xìng méi kuàng shuǐ	酸性煤礦水
suān xìng méi rǎn liào	酸性媒染料
suān xìng méi rǎn zōng	酸性媒染棕
suān xìng qiàn sù hēi	酸性茜素黑
suān xìng qīng guāng lán	酸性青光藍
suān xìng shuǐ qì tí	酸性水汽提
suān xìng yíng yǎng hú	酸性營養湖
suān xuē bù néng xíng	酸削不能行
suān yán zōng sè tǔ	酸鹽棕色土
suān yǎng hù yíng jūn	酸養互營菌
suān yǔ jiǎn cè zhàn	酸雨檢測站
suān zǎo rén èr shēng	酸棗仁二升
suān zǎo rén tāng fāng	酸棗仁湯方
suān zhǎo mù nǎi yī	酸沼木乃伊
suō ān jī liú niào	縮氨基硫脲
suō èr běn yǐ tóng	縮二苯乙酮
suō jī běn jiǎ quán	羧基苯甲醛
suō jī běn péng suān	羧基苯硼酸
suō jī běn shèn suān	羧基苯胂酸
suō jī běn yǎng jī	羧基苯氧基
suō jī běn yǐ suān	羧基苯乙酸
suō jī bǐ gē tóng	羧基吡咯酮
suō jī cāng zhú gān	羧基蒼朮苷
suō jī gǔ ān suān	羧基谷氨酸
suō jiǎ diàn fěn nà	羧甲澱粉鈉
suō jiǎ xiān wéi sù	羧甲纖維素
suō suān gēn lí zǐ	羧酸根離子
suō suān xīn zhān gù	羧酸鋅粘固
suō suān yīn lí zǐ	羧酸陰離子
suō yǐ èr chún mí	縮乙二醇醚
tā de tóng wèi sù	鉈的同位素
tā de yǎng huà wù	鉈的氧化物
tā fú qián liè sù	他氟前列素
tā zuò bā tǎn suān	他唑巴坦酸
tài de yǎng huà wù	鈦的氧化物
tái sè suān jiǎ zhǐ	苔色酸甲酯
tái sè suān yǐ zhǐ	苔色酸乙酯
tài shì suān là tāng	泰式酸辣湯
tài suān dīng biàn zhǐ	酞酸丁苄酯
tài suān èr běn zhǐ	酞酸二苯酯
tài suān èr bǐng zhǐ	酞酸二丙酯
tài suān èr jiǎ zhǐ	酞酸二甲酯
tài suān èr rén zhǐ	酞酸二壬酯
tài suān èr xīn zhǐ	酞酸二辛酯
tài suān èr yǐ zhǐ	酞酸二乙酯
tài suān sì dīng zhǐ	鈦酸四丁酯
tài suān sì yǐ zhǐ	鈦酸四乙酯
tài suān yì bǐng zhǐ	鈦酸異丙酯
tài suān zhèng dīng zhǐ	鈦酸正丁酯
tàn dàn yǎng fú nǎi	碳氮氧氟氖
tǎn de tóng wèi sù	鉭的同位素
tàn de yǎng huà wù	碳的氧化物
tàn fú huà hé wù	碳氟化合物
tàn lǜ huà hé wù	碳氯化合物
tàn qīng huà hé wù	碳氫化合物
tàn qīng méi xī lèi	碳青霉烯類
tàn suān bèi sī kuàng	碳酸鋇鍶礦
tàn suān bǐng chā zhǐ	碳酸丙叉酯
tàn suān bǐng èr zhǐ	碳酸丙二酯
tàn suān bǐng xī zhǐ	碳酸丙烯酯
tàn suān èr běn zhǐ	碳酸二苯酯
tàn suān èr bǐng zhǐ	碳酸二丙酯
tàn suān èr yǐ zhǐ	碳酸二乙酯
tàn suān èr yǐ zhī	碳酸二乙脂
tàn suān gài bèi kuàng	碳酸鈣鋇礦
tàn suān gài chāo xì	碳酸鈣超細
tàn suān gài měi kuàng	碳酸鈣鎂礦
tǎn suān gēn lí zǐ	鉭酸根離子
tàn suān gēn lí zǐ	碳酸根離子
tàn suān jiǎ yǐ zhǐ	碳酸甲乙酯
tàn suān lèi yǐn liào	碳酸類飲料
tàn suān nà gài shí	碳酸鈉鈣石
tàn suān nà jīng tǐ	碳酸鈉晶體
tàn suān nà qù gòu	碳酸鈉去垢
tàn suān nèi èr zhǐ	碳酸內二酯
tàn suān qīng jiǎ zhǐ	碳酸氫甲酯
tàn suān qīng nà fěn	碳酸氫鈉粉
tàn suān qīng nà shí	碳酸氫鈉石
tàn suān qīng nà shuān	碳酸氫鈉栓
tàn suān qīng sān nà	碳酸氫三鈉
tàn suān sī shì kuàng	碳酸鍶鈰礦
tàn suān yán jié hé	碳酸鹽結核
tàn suān yán róng róng	碳酸鹽熔融
tàn suān yán tái dì	碳酸鹽臺地
tàn suān yán yán huà	碳酸鹽岩化
tàn suān yán yán xiè	碳酸鹽岩屑
tàn suān yǐ chā zhǐ	碳酸乙叉酯
tàn xiān èr yà àn	碳酰二亞胺
tàn yǎng huà hé wù	碳氧化合物
tǎn zhì diàn róng qì	鉭質電容器
táng bǐ suān jiǎo gǎn	糖秕酸腳桿
tāng dài shuāng běn jǐng	羰代雙苯肼
táng hé lǜ huà wù	糖和氯化物
tāng jī běn dīng suān	羰基苯丁酸
tāng jī jiǎ péng wán	羰基甲硼烷
táng lín suān dài xiè	糖磷酸代謝
tè de tóng wèi sù	鋱的同位素
tè wù suān jiǎ zhǐ	特戊酸甲酯
tè wù suān yǐ zhǐ	特戊酸乙酯
tè xìng qū xiàn lì	特性曲線鉝
tè zhì liú suān bèi	特製硫酸鋇
tī biāo zhǔn róng yè	銻標準溶液
tī de tóng wèi sù	銻的同位素
tī de yǎng huà wù	銻的氧化物
tì gè suān yǐ zhǐ	惕各酸乙酯
tī liú shēn qiān kuàng	銻硫砷鉛礦
tī liú shēn tóng kuàng	銻硫砷銅礦
tián cān ān jī suān	田參氨基酸
tián de tóng wèi sù	鿬的同位素
tiān dōng ān suān měi	天冬氨酸鎂
tiān dōng ān suān yán	天冬氨酸鹽
tiān mén dōng ān suān	天門冬氨酸
tiān mén dōng àn suān	天門冬胺酸
tián suān kǔ là xiān	甜酸苦辣鮮
tiān suān zhān gù fěn	天酸粘固粉
tiě biāo zhǔn róng yè	鐵標準溶液
tiē chún yǐ suān zhǐ	萜醇乙酸酯
tiě de yǎng huà wù	鐵的氧化物
tiě liú shēn zuān kuàng	鐵硫砷鑽礦
tiē xī fēn shù zhī	萜烯酚樹脂
tiē xī qī zhī suān	萜烯七脂酸
tiě xīn ān jī suān	鐵鋅氨基酸
tóng bàn guāng ān suān	同半胱氨酸
tóng bàn guāng àn suān	同半胱胺酸
tóng de yǎng huà wù	銅的氧化物
tóng hù biàn yì gòu	酮互變異構
tóng huà lèi gù chún	同化類固醇
tóng jī bù luò fēn	酮基布洛芬
tóng jī wù èr suān	酮基戊二酸
tóng lèi huà hé wù	酮類化合物
tóng lèi xiǎo zuò pǐn	酮類小作品
tóng táng yí zhuǎn méi	酮糖移轉酶
tóng tǐ shì zhǐ tiáo	酮體試紙條
tóng zhuǎn yí méi lèi	酮轉移酶類
tóu bāo dàn fú nà	頭孢氮氟鈉
tóu bāo pài tóng nà	頭孢哌酮鈉
tóu bāo xī tóng nà	頭孢西酮鈉
tòu míng zhì suān méi	透明質酸酶
tòu míng zhì suān nà	透明質酸鈉
tòu shè guāng xiàn lì	透射光線鉝
tǔ de tóng wèi sù	釷的同位素
tǔ jiā xī ní fāng	土家硒泥坊
tǔ jīng pí yǐ suān	土荊皮乙酸
tuō bài è sī suān	托拜厄斯酸
tuō liú chún zhuāng zhì	脫硫醇裝置
tuō liú gǎn jūn mù	脫硫桿菌目
tuō liú hú jūn mù	脫硫弧菌目
tuō liú suān zuò yòng	脫硫酸作用
tuō qīng jīn gāng wán	脫氫金剛烷
tuō qīng yíng guāng sù	脫氫螢光素
tuō rǔ qīng suān nǎi	脫乳清酸奶
tuō tàn suān yán huà	脫碳酸鹽化
tuō xiān ān jī méi	脫酰氨基酶
tuō yǎng hé táng suān	脫氧核糖酸
wāi jiǎn zhèng zhǎng yán	歪鹼正長岩
wán jī chún xiān àn	烷基醇酰胺
wán jī fāng xiāng tóng	烷基芳香酮
wán jī huà hé wù	烷基化合物
wán jī huà shì jì	烷基化試劑
wán jī huán wán tīng	烷基環烷烴
wán jī huáng suān nà	烷基磺酸鈉
