ā wèi	阿魏
gé shì yá huā yì	格氏牙花鮨
gé shì yì bì yú	格氏异躄鱼
gé shì yì xiàn niǎo	葛氏义县鸟
gé shì yìng tóu yú	格氏硬头鱼
gē shì yuán diàn mán	戈氏圆电鳗
gé shì yuān lì yú	格氏渊丽鱼
gé shì zhě lì yú	格氏褶丽鱼
gē shì zhū chǐ yú	戈氏猪齿鱼
gé shǒu nán jí yú	革首南极鱼
gé wén hú dié yú	格纹蝴蝶鱼
gé wén jí lín yú	格纹棘鳞鱼
gé wěn máo kǒu nián	革吻毛口鲶
gé xī bǎo lì yú	葛西宝丽鱼
gē yà lì zhī lǐ	戈亚丽脂鲤
gē yáng lì zhī lǐ	戈洋丽脂鲤
gé yè chē qián jué	革叶车前蕨
gé yè huá xiè jiǎ	革叶华蟹甲
gé yè mǎ dōu líng	革叶马兜铃
gé yè tiě jiǎo jué	革叶铁角蕨
gé yè tù ěr cǎo	革叶兔耳草
gé zhì lín gài jué	革质鳞盖蕨
gēn cì shè mài jūn	根刺射脉菌
gēn shì lǔ shì yú	根室鲁氏鱼
gēn shì zhū mù yú	根室珠目鱼
gēn yè qī gū cǎo	根叶漆姑草
gēn zú bēi hǎi mián	根足杯海绵
gěng mǎ chǐ chún lán	耿马齿唇兰
gěng mǎ duì náng jué	耿马对囊蕨
gěng mǎ jiǎ liú jué	耿马假瘤蕨
gōng bān shí bān yú	弓斑石斑鱼
gōng bèi ā bō yú	弓背阿波鱼
gōng bèi è chǐ yú	弓背鳄齿鱼
gōng bèi qiāng fú yú	弓背腔蝠鱼
gōng bèi shí shǒu yú	弓背石首鱼
gòng bù zhū lóng cǎo	贡布猪笼草
gōng chún liè fù yú	弓唇裂腹鱼
gōng dēng cháng shòu huā	宫灯长寿花
gōng dì gōng xíng chóng	龚地弓形虫
gòng è zhū lóng cǎo	共轭猪笼草
gòng gá cuì què huā	贡噶翠雀花
gōng jī mán tou xiè	公鸡馒头蟹
gòng jí xī bó nián	贡吉锡伯鲶
gōng niú cháng tuǐ xiè	公牛长腿蟹
gōng qí bàng niú niǎo	宫崎棒牛鸟
gòng shān duì náng jué	贡山对囊蕨
gòng shān é méi jué	贡山蛾眉蕨
gòng shān fèng xiān huā	贡山凤仙花
gòng shān hǔ ěr cǎo	贡山虎耳草
gòng shān jiǎ máo jué	贡山假毛蕨
gòng shān lèi máo jué	贡山肋毛蕨
gòng shān lóu tī cǎo	贡山楼梯草
gòng shān tiě jiǎo jué	贡山铁角蕨
gōng shì bēi xiè zhū	龚氏杯蟹蛛
gòng shì è chǐ yú	贡氏鳄齿鱼
gòng shì hóng niáng yú	贡氏红娘鱼
gòng shì hú dié yú	贡氏蝴蝶鱼
gòng shì huá dēng yú	贡氏华灯鱼
gòng shì jù kǒu yú	贡氏巨口鱼
gòng shì kǒng yòu yú	贡氏孔鼬鱼
gòng shì suō zhū yú	贡氏蓑蛛鱼
gōng wén cì gài yú	弓纹刺盖鱼
gōng wén tù zhī lǐ	弓纹兔脂鲤
gōng xiàn tiān zhú diāo	弓线天竺鲷
gōng yáng chǐ jú shí	公羊齿菊石
gōng yǔ liǔ yè jué	弓羽柳叶蕨
gōng yuè hú dié yú	弓月蝴蝶鱼
gōng zhī xiǎo shí xiè	弓肢小石蟹
gōng zǐ xiǎo chǒu yú	公子小丑鱼
gōu bāo dà dīng cǎo	钩苞大丁草
gōu bí hǎi yì yú	钩鼻海蜴鱼
gōu bí hēi tóu yú	钩鼻黑头鱼
gōu bí měi tǐ mán	钩鼻美体鳗
gōu bí zhēn jiǎ nián	钩鼻真甲鲶
gōu chǐ shū zhǐ shǔ	沟齿梳趾鼠
gōu chì yǎn jiá dié	钩翅眼蛱蝶
gōu chún zhū lóng cǎo	钩唇猪笼草
gōu é mò tóu yú	沟额墨头鱼
gōu hén jìn shàn xiè	沟痕近扇蟹
gōu hén róng qiú xiè	沟痕绒球蟹
gōu jí hǎi fú yú	钩棘海蝠鱼
gōu jù cuì què huā	钩距翠雀花
gōu qú tū lǐng yú	沟渠突领鱼
gǒu tóu xiàng fǎ luó	狗头象法螺
gǒu wài xì xī chóng	狗外隙吸虫
gǒu wěi nǐ què diāo	狗尾拟雀鲷
gōu wěn biān fú yú	钩吻蝙蝠鱼
gōu wěn dù fù yú	钩吻杜父鱼
gōu wén nǐ máng xiè	沟纹拟盲蟹
gōu wěn ōu yǎ yú	钩吻欧雅鱼
gōu wén sǔn guāng luó	沟纹笋光螺
gōu wén yǐn mián xiè	沟纹隐绵蟹
gōu yè jié lǚ cǎo	沟叶结缕草
gōu yuán ài shén luó	沟原爱神螺
gōu zhī duǎn jiāng xiè	钩肢短浆蟹
gōu zhù táng sōng cǎo	钩柱唐松草
gǔ bā hǎi fú yú	古巴海蝠鱼
gǔ bā shí wén yú	古巴食蚊鱼
gǔ bā yuān huā yì	古巴渊花鮨
gù chéng hú páng xiè	固城湖螃蟹
gǔ chǐ fèng yā jué	骨齿凤丫蕨
gǔ chún huáng hé yú	骨唇黄河鱼
gǔ chún xiàng qí nián	骨唇项鳍鲶
gū dú shēn hǎi yú	孤独深海鱼
gǔ é shí yá yíng	鼓额食蚜蝇
gǔ fù yún nán qiū	臌腹云南鳅
gǔ gē hé píng guǒ	谷歌和苹果
gǔ huò xiàn máo cǎo	谷霍腺毛草
gǔ jìn zhū lóng cǎo	古晋猪笼草
gǔ lǎo yì niǎo lóng	古老翼鸟龙
gǔ lǐng fèng xiān huā	牯岭凤仙花
gǔ lǐng shān méi huā	牯岭山梅花
gǔ qín duō zǐ luó	古琴多子螺
gǔ qín nǐ kǒu luó	古琴拟口螺
gǔ qiú jiē zǐ chóng	古球接子虫
gǔ shì cuì fēng niǎo	古氏翠蜂鸟
gǔ shì jù zhī lǐ	古氏锯脂鲤
gǔ shì lán chún yú	古氏蓝唇鱼
gǔ shì shí zhī lǐ	古氏石脂鲤
gǔ shì shí zì nián	古氏十字鲶
gǔ shì shuāng biān yú	古氏双边鱼
gǔ shì tiān zhú diāo	古氏天竺鲷
gù shì xiǎo dào lóng	顾氏小盗龙
gǔ shì xiǎo è yú	股市小鳄鱼
gǔ tán juǎn guǎn luó	骨坛卷管螺
gǔ tóng sè wén niǎo	古铜色文鸟
gǔ tóu pà hǎi dǎn	古头帕海胆
gǔ xiàng jiàn zhù chóng	谷象剑柱虫
gù zhuó huán lèi luó	固着环肋螺
guǎ chǐ pǔ lì yú	寡齿朴丽鱼
guǎ chǐ xià kǒu nián	寡齿下口鲶
guǎ chǐ xīn yín yú	寡齿新银鱼
guǎ cì pǔ lì yú	寡刺朴丽鱼
guǎ kǒng kāng jí mán	寡孔康吉鳗
guǎ lín shí zhī lǐ	寡鳞石脂鲤
guǎ lín xiā hǔ yú	寡鳞鰕虎鱼
guǎ lín yuān yǎn yú	寡鳞渊眼鱼
guǎ lín zhān xīng yú	寡鳞瞻星鱼
guā rén tài yáng yú	瓜仁太阳鱼
guā sà léi shì nián	瓜萨雷氏鲶
guā shí dù fù yú	刮食杜父鱼
guā shì nán lì yú	瓜氏南丽鱼
guā shì xià zhēn yú	瓜氏下鱵鱼
guā shì yīng gē yú	瓜氏鹦哥鱼
guā shì yīng zuǐ yú	瓜氏鹦嘴鱼
guài tóu pǔ lì yú	怪头朴丽鱼
guài yì zhēn guǎn luó	怪异真管螺
guān ào xī mì niǎo	冠澳吸蜜鸟
guàn cóng táng nà què	灌丛唐纳雀
guàn cóng yíng zi cǎo	灌丛蝇子草
guǎn dǎo nián máng mán	莞岛黏盲鳗
guān guāng lín máo jué	观光鳞毛蕨
guǎn huā fù shuǐ cǎo	管花腹水草
guān huī wén bà wēng	冠灰纹霸鹟
guǎn jiān sōng yuán yú	管肩松原鱼
guǎn jīng fèng xiān huā	管茎凤仙花
guǎn kǒu qiān bǐ yú	管口铅笔鱼
guǎn kǒu zǐ gōu luó	管口紫沟螺
guān lín dān jí tún	冠鳞单棘鲀
guān miǎn kuàng dēng yú	冠冕眶灯鱼
guǎn wéi qiǎo yán chóng	管围巧言虫
guān wù shān jiāo yú	观雾山椒鱼
guàn xiàn huá xī xiè	灌县华溪蟹
guàn xiàn jiǎ máo jué	灌县假毛蕨
guàn xiàn zhēn guǎn luó	灌县真管螺
guǎn yǎn kuàng dēng yú	管眼眶灯鱼
guàn yáng nǐ guǎn luó	灌阳拟管螺
guān yǔ wū máo jué	冠羽乌毛蕨
guǎn zhuàng diān zǐ cǎo	管状滇紫草
guǎn zhuàng yìng tóu yú	管状硬头鱼
guǎn zhuàng zhū lóng cǎo	管状猪笼草
guǎng ān mén qīng niǎo	广安门青鸟
guāng áo duǎn jiāng xiè	光螯短浆蟹
guāng bàn gǔ jīng cǎo	光瓣谷精草
guāng bèi yì tiáo qiū	光背翼条鳅
guāng bǐng tǒng guān huā	光柄筒冠花
guǎng bù lín máo jué	广布鳞毛蕨
guǎng bù nán rǔ yú	广布南乳鱼
guǎng bù tiě jiǎo jué	广布铁角蕨
guāng cǎi biāo dēng yú	光彩标灯鱼
guāng càn xià kǒu nián	光灿下口鲶
guǎng chì xiǎo juàn é	广翅小卷蛾
guǎng chì yǎn tiān niú	广翅眼天牛
guāng chún diǎn pào chóng	光唇碘泡虫
guāng chún liǎng jí chóng	光唇两极虫
guāng chún zhān tǐ chóng	光唇粘体虫
guāng cì ěr dùn nián	光刺耳盾鲶
guāng cì máo bí nián	光刺毛鼻鲶
guāng cì tù chún huā	光刺兔唇花
guāng dài zhú guāng yú	光带烛光鱼
guǎng dé zhēn hòu luó	广德真厚螺
guǎng dōng dàn tú yú	广东弹涂鱼
guǎng dōng fèng wěi jué	广东凤尾蕨
guǎng dōng fèng yā jué	广东凤丫蕨
guǎng dōng jīn qián cǎo	广东金钱草
guǎng dōng liǎng jí chóng	广东两极虫
guǎng dōng luó xù cǎo	广东螺序草
guǎng dōng mǔ lì cǎo	广东牡丽草
guǎng dōng nào yáng huā	广东闹洋花
guǎng dōng qīng xī xiè	广东清溪蟹
guǎng dōng qiú bāo chóng	广东球孢虫
guǎng dōng shuǐ suō cǎo	广东水莎草
guǎng dōng tuán shàn jué	广东团扇蕨
guǎng dōng wàn nián qīng	广东万年青
guǎng dōng wěi bāo chóng	广东尾孢虫
guǎng dōng xīn ěr cǎo	广东新耳草
guǎng dōng yán jiē cǎo	广东沿阶草
guǎng dōng yīng kǒu qiū	广东缨口鳅
guǎng dōng zhān tǐ chóng	广东粘体虫
guāng è bā ruǐ huā	光萼八蕊花
guāng è féi ròu cǎo	光萼肥肉草
guāng è gé dòu yú	光颚格斗鱼
guāng è gǔ jīng cǎo	光萼谷精草
guāng è hǔ ěr cǎo	光萼虎耳草
guāng è lán zhōng huā	光萼蓝钟花
guāng è qiǎo líng huā	光萼巧玲花
guāng è qiào ruǐ huā	光萼鞘蕊花
guāng è xīn ěr cǎo	光萼新耳草
guāng fù chí jiǎ nián	光腹匙甲鲶
guāng fū luò máng cǎo	光稃落芒草
guāng gài lín gài jué	光盖鳞盖蕨
guāng gěng cuì què huā	光梗翠雀花
guāng gěng hǔ ěr cǎo	光梗虎耳草
guāng gěng jí lí cǎo	光梗蒺藜草
guāng gōu zuǐ lì yú	光钩嘴丽鱼
guāng guǒ wēi kǒng cǎo	光果微孔草
guāng guǒ xiǎo què huā	光果小雀花
guāng guǒ yín lián huā	光果银莲花
guāng guǒ yǔ yè huā	光果羽叶花
guāng hé jù lín yú	光颌锯鳞鱼
guāng hé sōng qiú yú	光颌松球鱼
guāng huá bèi jiǎ nián	光滑背甲鲶
guāng huá chì xuán luó	光滑赤旋螺
guāng huá dān jí chóng	光滑单极虫
guāng huā é guān cǎo	光花鹅观草
guāng huá fāng gǎn jué	光滑方秆蕨
guāng huā gǒu wěi cǎo	光花狗尾草
guāng huá hé sāi mán	光滑合鳃鳗
guāng huá hǔ bó luó	光滑琥铂螺
guāng huá hǔ pò luó	光滑琥珀螺
guāng huá jiān zhǐ xiè	光滑尖指蟹
guāng huá nǐ jiǎ nián	光滑拟甲鲶
guāng huá sì jí chóng	光滑四极虫
guāng huá xià kǒu nián	光滑下口鲶
guāng huá xiàng yá bèi	光滑象牙贝
guāng huá yì zhuāng xiè	光滑异装蟹
guāng huá yuán fāng xiè	光滑圆方蟹
guāng huá zhī wén luó	光滑织纹螺
guāng huá zhóu mài jué	光滑轴脉蕨
guāng huī kè láo xiè	光辉克劳蟹
guāng huī yuán shàn xiè	光辉圆扇蟹
guāng jí bèi jiǎ nián	光棘背甲鲶
guāng jǐ é guān cǎo	光脊鹅观草
guāng jí hóng niáng yú	光棘红娘鱼
guāng jiá hán xiū cǎo	光荚含羞草
guāng jiǎo duǎn cháng jué	光脚短肠蕨
guāng jiǎo jīn xīng jué	光脚金星蕨
guāng jiǎo shuāng gài jué	光脚双盖蕨
guāng jié yuán dǐng xiè	光洁圆顶蟹
guāng jīng cuì què huā	光茎翠雀花
guāng jīng hǔ ěr cǎo	光茎虎耳草
guāng jīng lán zhōng huā	光茎蓝钟花
guǎng kǒu bái yù luó	广口白玉螺
guǎng kǒu yuán xiàn chóng	广口源线虫
guǎng kuò yóu shàn xiè	广阔疣扇蟹
guāng liàng hóng niáng yú	光亮红娘鱼
guāng liàng lín máo jué	光亮鳞毛蕨
guāng liàng mì cáng huā	光亮密藏花
guāng liàng shuāng zhuī chóng	光亮双锥虫
guāng mài jiǎ máo jué	光脉假毛蕨
guāng máng hǎi shàn há	光芒海扇蛤
guāng míng jié tuó luó	光明节陀螺
guāng míng nǚ shén dié	光明女神蝶
guǎng nán tí gài jué	广南蹄盖蕨
guāng náng qià lǐ luó	光囊恰里螺
guāng náng zǐ bǐng jué	光囊紫柄蕨
guāng pí shī zi yú	光皮狮子鱼
guāng róng nǐ xīng luó	光荣拟星螺
guāng shǒu huá miàn xiè	光手滑面蟹
guāng shǒu qiú fù xiè	光手酋妇蟹
guāng suì é guān cǎo	光穗鹅观草
guǎng tóu dì wō chóng	广头地涡虫
guāng tóu shān tái cǎo	光头山苔草
guāng wěi huā shé mán	光尾花蛇鳗
guāng wěn nǐ lǎo yú	光吻拟姥鱼
guāng wěn wěi jiǎ nián	光吻伪甲鲶
guǎng xī cháng tǒng jué	广西长筒蕨
guǎng xī chéng guǎng huā	广西澄广花
guǎng xī diǎn pào chóng	广西碘泡虫
guǎng xī gǒu yá huā	广西狗牙花
guǎng xī hái er cǎo	广西孩儿草
guǎng xī huà méi cǎo	广西画眉草
guǎng xī huá píng qiū	广西华平鳅
guǎng xī huā xiè zhū	广西花蟹蛛
guǎng xī huǒ yàn huā	广西火焰花
guǎng xī jiǎ máo jué	广西假毛蕨
guǎng xī lěng shuǐ huā	广西冷水花
guǎng xī lín gài jué	广西鳞盖蕨
guǎng xī lín máo jué	广西鳞毛蕨
guǎng xī luǒ zhù cǎo	广西裸柱草
guǎng xī qīng míng huā	广西清明花
guǎng xī shé gēn cǎo	广西蛇根草
guǎng xī tóng chuí cǎo	广西铜锤草
guǎng xī yǐn bàng huā	广西隐棒花
guāng xiàn kuàng dēng yú	光腺眶灯鱼
guāng xù cuì què huā	光序翠雀花
guāng xù lóu tī cǎo	光序楼梯草
guāng yào jī jī cǎo	光药芨芨草
guāng yào nán shì yú	光耀南氏鱼
guāng yè cāo máo cǎo	光叶糙毛草
guāng yè dà dīng cǎo	光叶大丁草
guāng yè hú dié cǎo	光叶蝴蝶草
guāng yè huáng zhōng huā	光叶黄钟花
guāng yè jīn xīng jué	光叶金星蕨
guāng yè lì mǐ cǎo	光叶栗米草
guāng yè lín gài jué	光叶鳞盖蕨
guāng yè lín shí cǎo	光叶林石草
guāng yè lóu tī cǎo	光叶楼梯草
guāng yè piān bàn huā	光叶偏瓣花
guāng yè qiú mǐ cǎo	光叶求米草
guāng yè shān méi cǎo	光叶山莓草
guǎng yè shū dài jué	广叶书带蕨
guāng yè wén zi cǎo	光叶蚊子草
guāng yè xiǎo mǐ cǎo	光叶小米草
guāng yè yín lián huā	光叶银莲花
guāng yè zhēn zhū huā	光叶珍珠花
guāng yè zhóu mài jué	光叶轴脉蕨
guāng yè zhū lóng cǎo	光叶猪笼草
guāng yè zǐ bǐng jué	光叶紫柄蕨
guāng yuán ài shén luó	光原爱神螺
guāng yuán hǔ ěr cǎo	光缘虎耳草
guāng zé bù wén luó	光泽布纹螺
guāng zé huáng sǎng yú	光泽黄颡鱼
guāng zé juǎn guǎn luó	光泽卷管螺
guāng zé qiān bǐ yú	光泽铅笔鱼
guāng zhī mǐ suì huā	光枝米碎花
guāng zhī tái xiǎn chóng	光枝苔藓虫
guǎng zhōu diǎn pào chóng	广州碘泡虫
guāng zhóu hóng xiàn jué	光轴红腺蕨
guǎng zhōu jīn jiǎ chóng	广州金甲虫
guǎng zhōu shé gēn cǎo	广州蛇根草
guāng zhóu tí gài jué	光轴蹄盖蕨
guāng zhóu zhǒng zú jué	光轴肿足蕨
guì běi luó xù cǎo	桂北螺序草
guī diǎn shí bān yú	鲑点石斑鱼
guì hóng xié fēng niǎo	桂红胁蜂鸟
guǐ huàn róng zhú diāo	鬼幻茸竺鲷
guī lì qī xī yú	瑰丽七夕鱼
guī lì zhuó mù niǎo	瑰丽啄木鸟
guì lín lóu tī cǎo	桂林楼梯草
guì lín shù yāo xiè	桂林束腰蟹
guī shān xì tóu qiū	圭山细头鳅
guī wén hǎi zhū yú	鲑纹海猪鱼
guì xī tiě jiǎo jué	桂西铁角蕨
guī xíng lián dāo lóng	龟型镰刀龙
guī xíng zhuī shǒu yú	鲑形锥首鱼
guǐ yàn qiāo xíng chóng	鬼艳锹形虫
guì yáng huáng jīng cǎo	贵阳黄猄草
guì yáng lù tí cǎo	贵阳鹿蹄草
guì yáng méi huā cǎo	贵阳梅花草
guì yáng tiě jiǎo jué	贵阳铁角蕨
guǐ yě piāo fú cǎo	鬼野飘拂草
guì zhòng cì tī luó	贵重刺梯螺
guì zhōu bà xiè zhū	贵州耙蟹蛛
guì zhōu fèng wěi jué	贵州凤尾蕨
guì zhōu fèng xiān huā	贵州凤仙花
guì zhōu fèng yā jué	贵州凤丫蕨
guì zhōu gǒu wěi cǎo	贵州狗尾草
guì zhōu gǒu yá huā	贵州狗牙花
guì zhōu kōng jí yú	贵州空棘鱼
guì zhōu lèi máo jué	贵州肋毛蕨
guì zhōu lín máo jué	贵州鳞毛蕨
guì zhōu liú zú jué	贵州瘤足蕨
guì zhōu lù tí cǎo	贵州鹿蹄草
guì zhōu pá yán qiū	贵州爬岩鳅
guì zhōu píng péng cǎo	贵州萍蓬草
guì zhōu sāo sī huā	贵州缫丝花
guì zhōu shǔ wěi cǎo	贵州鼠尾草
guì zhōu tí gài jué	贵州蹄盖蕨
guì zhōu tōng quán cǎo	贵州通泉草
guì zhōu xiǎo chūn chóng	贵州小春虫
gùn yì cháng zhēn chóng	棍异长针虫
guǒ fù sì mén chóng	果复四门虫
guǒ jiāo zhū lóng cǎo	果胶猪笼草
guǒ ké qí jiāng lóng	果壳綦江龙
guǒ lì zhī wén luó	果粒织纹螺
guó shāng yīng sù huā	国殇罂粟花
guō shì bó hǎi niǎo	郭氏渤海鸟
guó wáng hǎi shén huā	国王海神花
guǒ xíng hǎi dǎn chóng	果形海胆虫
hā cǎi gé yì lóng	哈采格翼龙
hā dí sī dì mán	哈迪斯蒂鳗
hā shì bàn gōu nián	哈氏半钩鲶
hā shì bàn hǎi nián	哈氏半海鲶
hā shì cháng hé yú	哈氏长颌鱼
hā shì cuò jiǎ nián	哈氏锉甲鲶
hā shì duǎn zhī lǐ	哈氏短脂鲤
hā shì dùn hǎi nián	哈氏盾海鲶
hā shì ěr kǒng nián	哈氏耳孔鲶
hā shì hǎi zhū yú	哈氏海猪鱼
hā shì jiá zhī lǐ	哈氏颊脂鲤
hā shì líng zhī lǐ	哈氏鲮脂鲤
hā shì luó bì yú	哈氏罗碧鱼
hā shì náng sāi mán	哈氏囊鳃鳗
hā shì nǐ huā yì	哈氏拟花鮨
hā shì nǐ lì yú	哈氏拟丽鱼
hā shì pí zhī lǐ	哈氏魮脂鲤
hā shì qiān bǐ yú	哈氏铅笔鱼
hā shì ruò xī yú	哈氏弱蜥鱼
hā shì wén chún yú	哈氏纹唇鱼
hā shì yǔ yóu nián	哈氏羽油鲶
hā tè xiǎo yóu nián	哈特小油鲶
hǎi àn nǐ fú jué	海岸拟茀蕨
hǎi àn tài pān shé	海岸太攀蛇
hǎi bīn liǔ chuān yú	海滨柳穿鱼
hǎi cǎo wá wa yú	海草娃娃鱼
hǎi é dǐ qián yú	海娥底潜鱼
hǎi fēng xià měi yì	海丰下美鮨
hǎi kuí shuāng jù yú	海葵双锯鱼
hǎi lán zhuó fēi yú	海蓝卓飞鱼
hǎi lún yìng tóu yú	海伦硬头鱼
hǎi mián jī tái cǎo	海绵基苔草
hǎi mián jīng gàn xiè	海绵精干蟹
hǎi mián shèng xīng chóng	海绵圣星虫
hǎi mián shuāng wàn chóng	海绵双腕虫
hǎi nán bǔ niǎo zhū	海南捕鸟蛛
hǎi nán huáng yǒu yú	海南黄黝鱼
hǎi nán mǎ kǒu yú	海南马口鱼
hǎi nán mò tóu yú	海南墨头鱼
hǎi nán shǎn lín shé	海南闪鳞蛇
hǎi sān léng biāo cǎo	海三棱藨草
hǎi shā lì shuǐ yú	海砂利水鱼
hǎi shàn piān gài luó	海扇偏盖螺
hǎi shàng lǎo fēi yú	海上老飞鱼
hǎi shén hán jí yú	海神寒极鱼
hǎi shén hóu pán yú	海神喉盘鱼
hǎi shén lóng tóu yú	海神隆头鱼
hǎi shì bái gū yú	海氏白姑鱼
hǎi shì cì kāo yú	海氏刺尻鱼
hǎi shì jí huā yì	海氏棘花鮨
hǎi shì kè nài yú	海氏克奈鱼
hǎi shì táo lè nián	海氏陶乐鲶
hǎi shì tū hé yú	海氏突颌鱼
hǎi shì xià kǒu nián	海氏下口鲶
hǎi shòu wèi xiàn chóng	海兽胃线虫
hǎi shuǐ guān shǎng yú	海水观赏鱼
hǎi sī shì jǐn yú	海斯氏锦鱼
hǎi tóng zhuàng xiāng cǎo	海桐状香草
hǎi tún qiáng chǐ luó	海豚强齿螺
hǎi wān bào chán yú	海湾豹蟾鱼
hǎi wān nián máng mán	海湾黏盲鳗
hǎi wān shī zi yú	海湾狮子鱼
hǎi yáng piāo fú xiè	海洋漂浮蟹
hàn jiāng dàn shuǐ yú	汉江淡水鱼
hán mǐ tè jú shí	含米特菊石
hàn shēng hóng xiàn jué	旱生红腺蕨
hán shì cháng zuǐ niǎo	韩氏长嘴鸟
hàn shì dào zhī lǐ	汉氏盗脂鲤
hán shì huó zhāng yú	韩式活章鱼
hàn shì jí qié yú	汉氏棘茄鱼
hàn shì kuàng dēng yú	汉氏眶灯鱼
hàn shì ruò xī yú	汉氏弱蜥鱼
hàn shì zhuàng dēng yú	汉氏壮灯鱼
hàn shì zú gōu yú	汉氏足沟鱼
hàn zhōng yóu cài huā	汉中油菜花
háng dé xià kǒu nián	杭德下口鲶
háng shì gé lì luó	杭氏格粒螺
háng zhōu lín máo jué	杭州鳞毛蕨
háng zhōu qiú bāo chóng	杭州球孢虫
hào dòu yán cí xiè	好斗岩瓷蟹
háo huá zhé é xiè	豪华折额蟹
hào jiǎo huā shé mán	号角花蛇鳗
hào jiǎo piān gài luó	号角偏盖螺
hāo píng tí gài jué	蒿坪蹄盖蕨
hǎo shì dì dà chóng	郝氏地大虫
hǎo shì jìn niǎo lóng	郝氏近鸟龙
háo shì zhēn jiǎ nián	豪氏真甲鲶
háo sī xiǎo yóu nián	豪斯小油鲶
háo wēi měi tǐ mán	豪威美体鳗
hé bà diào dēng huā	河坝吊灯花
hè bān cì wěi diāo	褐斑刺尾鲷
hè bān cì wěi yú	褐斑刺尾鱼
hè bān luǒ xiōng shàn	褐斑裸胸鳝
hè bān tiě jiǎ chóng	褐斑铁甲虫
hè bān xiǎo juàn é	褐斑小卷蛾
hé bāo shān guì huā	荷包山桂花
hé běi diǎn pào chóng	河北碘泡虫
hé běi duì náng jué	河北对囊蕨
hé běi é guān cǎo	河北鹅观草
hé běi é méi jué	河北蛾眉蕨
hè bèi ōu bái yú	褐背欧白鱼
hé běi shān méi huā	河北山梅花
hé běi shí tou huā	河北石头花
hé běi shī zi yú	河北狮子鱼
hé běi tiě jiǎo jué	河北铁角蕨
hé běi xì ruò niǎo	河北细弱鸟
hè bèi zhuó huā niǎo	褐背啄花鸟
hé běn kē zá cǎo	禾本科杂草
hé biān qīng qīng cǎo	河边青青草
hè bǐng duǎn cháng jué	褐柄短肠蕨
hè bǐng shuāng gài jué	褐柄双盖蕨
hè bù juǎn guǎn luó	褐布卷管螺
hè chì lǜ nòng dié	褐翅绿弄蝶
hè chì qīng huī dié	褐翅青灰蝶
hè chì yín huī dié	褐翅银灰蝶
hè chì yuán yā què	褐翅缘鸦雀
hé chuān máo lì yú	河川矛丽鱼
hé chuān xī kǒu yú	河川吸口鱼
hè chún xiàng fǎ luó	褐唇象法螺
hé cūn juǎn guǎn luó	河村卷管螺
hé cūn piān gài luó	河村偏盖螺
hè dài gé lì luó	褐带格粒螺
hè dài huán kǒu luó	褐带环口螺
hé dài jiān lì luó	核带间粒螺
hè dài shào nǚ yú	褐带少女鱼
hè dài tiān zhú diāo	褐带天竺鲷
hè dài yīng zhú diāo	褐带鹦竺鲷
hè dǐ shuāng zhū luó	褐底双珠螺
hé diàn máng chūn yà	合垫盲蝽亚
hè diǎn shí bān yú	褐点石斑鱼
hè dú yǐn chì chóng	褐毒隐翅虫
hé è lèi zhù huā	合萼肋柱花
hè é zhuó mù niǎo	褐额啄木鸟
