ā kā piàn	阿咖片
líng yáng jiǎo kǒu fú yè	羚羊角口服液
líng yáng jiǎo zhù shè yè	羚羊角注射液
líng yáng qīng fèi jiāo náng	羚羊清肺胶囊
líng yáng qīng fèi kē lì	羚羊清肺颗粒
líng zhī jūn kǒu fú yè	灵芝菌口服液
líng zhī yì shòu jiāo náng	灵芝益寿胶囊
líng zhī yīn chén jiāo náng	灵芝茵陈胶囊
liú bì lì zhù shè yè	硫必利注射液
liǔ dàn huáng bǐ dìng piàn	柳氮磺吡啶片
liú dòng dù kòng zhì jì	流动度控制剂
liù hé wéi shēng sù wán	六合维生素丸
liú huáng qiǎng lǜ kuí piàn	硫磺羟氯喹片
liù jiǎ mì àn jiāo náng	六甲蜜胺胶囊
liù jūn shēng fà jiāo náng	六君生发胶囊
liù jūn zǐ wán shuǐ wán	六君子丸水丸
liú liǔ gǒng fáng fǔ jì	硫柳汞防腐剂
liú suān ā tuō pǐn piàn	硫酸阿托品片
liú suān běn bǐng àn piàn	硫酸苯丙胺片
liú suān guā yǐ dìng piàn	硫酸胍乙啶片
liú suān kuí ní dīng piàn	硫酸奎尼丁片
liú suān liàn méi sù piàn	硫酸链霉素片
liú suān luó tōng dìng piàn	硫酸罗通定片
liú suān měi zhù shè yè	硫酸镁注射液
liú suān nián jūn sù piàn	硫酸粘菌素片
liú suān nián jūn sù piàn	硫酸黏菌素片
liú suān qiǎng lǜ kuí piàn	硫酸羟氯喹片
liú suān xīn kǒu fú yè	硫酸锌口服液
liú suān xīn méi sù piàn	硫酸新霉素片
liú suān yà tiě hán piàn	硫酸亚铁含片
liú táng lǚ fēn sǎn piàn	硫糖铝分散片
liú táng lǚ jǔ jué piàn	硫糖铝咀嚼片
liú táng lǚ kǒu fú yè	硫糖铝口服液
liú táng lǚ xuán jiāo jì	硫糖铝悬胶剂
liù wèi ān xiāo jiāo náng	六味安消胶囊
liù wèi bǔ xuè kē lì	六味补血颗粒
liù wèi dì huáng dī wán	六味地黄滴丸
liù wèi dì huáng jiāo náng	六味地黄胶囊
liù wèi dì huáng kē lì	六味地黄颗粒
liù wèi dì huáng shuǐ wán	六味地黄水丸
liù wèi gǒu qǐ táng jiāng	六味枸杞糖浆
liù wèi hán shuǐ shí sàn	六味寒水石散
liù wèi mù xiāng jiāo náng	六味木香胶囊
liù wèi néng xiāo jiāo náng	六味能消胶囊
liù wèi shí liú jiāo náng	六味石榴胶囊
liù wèi xiāng lián jiāo náng	六味香莲胶囊
liù wèi xiāng lián jiāo náng	六味香连胶囊
liù wèi xiāo zhì jiāo náng	六味消痔胶囊
liù wèi yě niú xiě wán	六味野牛血丸
liù wèi zhuàng gǔ kē lì	六味壮骨颗粒
liú xīn suān zhù shè yè	硫辛酸注射液
lóng dān tōng luò jiāo náng	龙丹通络胶囊
lóng dǎn xiè gān jiāo náng	龙胆泻肝胶囊
lóng dǎn xiè gān kē lì	龙胆泻肝颗粒
lóng dǎn xiè gān mì wán	龙胆泻肝蜜丸
lóng dǎn xiè gān shuǐ wán	龙胆泻肝水丸
lóng hǔ xǐng nǎo kē lì	龙琥醒脑颗粒
lóng jīn tōng lín jiāo náng	龙金通淋胶囊
lóng jú qīng gān jiāo náng	龙菊清肝胶囊
lóng líng chūn kǒu fú yè	龙苓春口服液
lǒng mǎ lù wèi yào piàn	陇马陆胃药片
lóng mǔ zhuàng gǔ chōng jì	龙牡壮骨冲剂
lóng mǔ zhuàng gǔ kē lì	龙牡壮骨颗粒
lóng qí róng shuān jiāo náng	龙芪溶栓胶囊
lóng xiāng píng chuǎn jiāo náng	龙香平喘胶囊
lóng xiě jié cháng róng piàn	龙血竭肠溶片
lóng yá gān tài jiāo náng	龙牙肝泰胶囊
lù biān huí chūn jiāo náng	鹿鞭回春胶囊
lù dǎng shēn kǒu fú yè	潞党参口服液
lú fú shā xīng jiāo náng	芦氟沙星胶囊
lú gān shí liú xǐ jì	炉甘石硫洗剂
lú huì dà huáng sù dài	芦荟大黄素甙
lù jīng péi yuán jiāo náng	鹿精培元胶囊
lù lù tōng yì mǔ gāo	路路通益母膏
lù lù tōng zhù shè yè	路路通注射液
lǔ měi tā sōng ruǎn gāo	卤美他松软膏
lù róng jīng zhù shè yè	鹿茸精注射液
lù shǒu ān shén kē lì	鹿首安神颗粒
lù yáng qiáng shèn jiāo náng	鹿阳强肾胶囊
luò bèi lín zhù shè yè	洛贝林注射液
luó bù má jiàng yā piàn	罗布麻降压片
luó bù má yè kē lì	罗布麻叶颗粒
luò bù sāng kǒu fú yè	洛布桑口服液
luò fá tā tīng fēn sǎn	洛伐他汀分散
luò fá tā tīng jiāo náng	洛伐他汀胶囊
luò fá tā tīng kē lì	洛伐他汀颗粒
luó gé liè tóng nà piàn	罗格列酮钠片
luó hàn guǒ zhǐ ké gāo	罗汉果止咳膏
luó hàn guǒ zhǐ ké piàn	罗汉果止咳片
luó hóng méi sù jiāo náng	罗红霉素胶囊
luó hóng méi sù kē lì	罗红霉素颗粒
luǒ huā zǐ zhū jiāo náng	裸花紫珠胶囊
luǒ huā zǐ zhū kē lì	裸花紫珠颗粒
luò měi shā xīng jiāo náng	洛美沙星胶囊
luò měi shā xīng kē lì	洛美沙星颗粒
luò měi shā xīng rǔ gāo	洛美沙星乳膏
luò mò sī tīng jiāo náng	洛莫司汀胶囊
luò pài dīng àn jiāo náng	洛哌丁胺胶囊
luò pài dīng àn kē lì	洛哌丁胺颗粒
luò suǒ luò fēn nà piàn	洛索洛芬钠片
luó tòng dìng zhù shè yè	罗痛定注射液
luó wén fáng jǐn shí gāo	螺纹防紧蚀膏
luó xuán méi sù jiāo náng	螺旋霉素胶囊
lǜ àn tóng zhù shè yè	氯胺酮注射液
lǜ bèi dīng zhǐ jiāo náng	氯贝丁酯胶囊
lǜ bǐng mī zhù shè yè	氯丙咪注射液
lǜ bǐng qín zhù shè yè	氯丙嗪注射液
lǜ bó suān cuī huà jì	氯铂酸催化剂
lǜ fú shū sōng ruǎn gāo	氯氟舒松软膏
lǜ fú shū sōng tú jì	氯氟舒松涂剂
lǜ guāng qì lǜ guāng piàn	滤光器滤光片
lǜ huà gài zhù shè yè	氯化钙注射液
lǜ huà jiǎ huǎn shì piàn	氯化钾缓释片
lǜ huà jiǎ kòng shì piàn	氯化钾控释片
lǜ huà jiǎ zhù shè yè	氯化钾注射液
lǜ huà nà zhù shè yè	氯化钠注射液
lǜ jǐ dìng hán shù jì	氯己定含漱剂
lǜ jí ké chuǎn kē lì	绿及咳喘颗粒
lǜ jiǎ huán suān jiāo náng	氯甲环酸胶囊
lǘ jiāo bǔ xuè chōng jì	驴胶补血冲剂
lǘ jiāo bǔ xuè kē lì	驴胶补血颗粒
lǜ kā huáng mǐn jiāo náng	氯咖黄敏胶囊
lǜ léi tā dìng jiāo náng	氯雷他定胶囊
lǜ lìn suān èr nà piàn	氯膦酸二钠片
lǚ měi jiā hùn xuán yè	铝镁加混悬液
lǜ méi sù dī ěr yè	氯霉素滴耳液
lǜ méi sù ruǎn jiāo náng	氯霉素软胶囊
lǜ méi sù zhù shè yè	氯霉素注射液
lǜ méi zhǐ xiè kē lì	绿梅止泻颗粒
lǜ nóng gǎn jūn zhì jì	绿脓杆菌制剂
lǜ róng yì xuè jiāo náng	绿茸益血胶囊
lǚ suān zhǐ ǒu lián jì	铝酸酯偶联剂
lǜ zuò shā zōng jiāo náng	氯唑沙宗胶囊
ma duō míng qì wù jì	吗多明气雾剂
má huáng jiǎn zhù shè yè	麻黄碱注射液
má huáng sù dī bí yè	麻黄素滴鼻液
má huáng sù zhù shè yè	麻黄素注射液
mǎ lán gǎn hán jiāo náng	马兰感寒胶囊
mǎ lín guā dī yǎn yè	吗啉胍滴眼液
mǎ lín guā zhù shè yè	吗啉胍注射液
mǎ lìn zǐ sù jiāo náng	马蔺子素胶囊
ma lǜ bèi àn jiāo náng	吗氯贝胺胶囊
má qín xiāo ké kē lì	麻芩消咳颗粒
má qín zhǐ ké táng jiāng	麻芩止咳糖浆
má sū zhǐ ké kē lì	麻苏止咳颗粒
má xìng xuān fèi kē lì	麻杏宣肺颗粒
má xìng zhǐ ké kē lì	麻杏止咳颗粒
má xìng zhǐ ké táng jiāng	麻杏止咳糖浆
má xìng zhǐ ké táng wán	麻杏止咳糖丸
mǎ yìng lóng zhì chuāng gāo	马应龙痔疮膏
mài bái méi sù jiāo náng	麦白霉素胶囊
mài bái méi sù kē lì	麦白霉素颗粒
mài dāng rǔ tōng kē lì	麦当乳通颗粒
mài dí méi sù jiāo náng	麦迪霉素胶囊
mài dí méi sù kē lì	麦迪霉素颗粒
mài ěr xīn zhù shè yè	迈尔欣注射液
mài guǎn fù kāng jiāo náng	脉管复康胶囊
mài luò níng kǒu fú yè	脉络宁口服液
mài luò níng kǒu kāng piàn	脉络宁口康片
mài luò níng zhù shè yè	脉络宁注射液
mài luò shū tōng kē lì	脉络舒通颗粒
màn gān jiě yù jiāo náng	慢肝解郁胶囊
màn gān yǎng yīn jiāo náng	慢肝养阴胶囊
mǎn shān hóng yóu dī wán	满山红油滴丸
mǎn shān hóng yóu jiāo wán	满山红油胶丸
màn shèn bǎo kǒu fú yè	慢肾宝口服液
màn shèn níng kǒu fú yè	慢肾宁口服液
màn yàn shū níng chōng jì	慢咽舒宁冲剂
màn zhī gù běn kē lì	慢支固本颗粒
máo dōng qīng zhù shè yè	毛冬青注射液
máo guǒ yún xiāng jiǎn piàn	毛果芸香碱片
měi ěr wěi má róng yè	美尔伪麻溶液
měi fú míng dī yǎn yè	美伏明滴眼液
méi gui huā kǒu fú yè	玫瑰花口服液
méi huā diǎn shé jiāo náng	梅花点舌胶囊
měi kāi lǎng dī yǎn yè	美开朗滴眼液
měi luò níng zhù shè yè	美络宁注射液
měi luó wèi tòng níng piàn	美罗胃痛宁片
měi luò xī kāng jiāo náng	美洛昔康胶囊
měi mǎn méi sù jiāo náng	美满霉素胶囊
měi mǐn wěi má róng yè	美敏伪麻溶液
měi pū wěi má jiāo náng	美扑伪麻胶囊
měi pū wěi má kē lì	美扑伪麻颗粒
měi shā tóng jiè dú piàn	美沙酮戒毒片
měi shā tóng kǒu fú yè	美沙酮口服液
měi shā tóng zhù shè yè	美沙酮注射液
měi shēng hóu tài hán piàn	美声喉泰含片
měi sī nà zhù shè jì	美司钠注射剂
měi sī nà zhù shè yè	美司那注射液
měi sī nà zhù shè yè	美司钠注射液
měi suǒ bā mò jiāo náng	美索巴莫胶囊
měi suō wěi má jiāo náng	美羧伪麻胶囊
měi suō wěi má kē lì	美羧伪麻颗粒
měi tā duō xīn jiāo náng	美他多辛胶囊
měi tā huán sù jiāo náng	美他环素胶囊
měi tuō luò ěr jiāo náng	美托洛尔胶囊
méi wēng tuì rè kē lì	梅翁退热颗粒
měi xī lǜ zhù shè yè	美西律注射液
méi yè wěi líng cài piàn	莓叶委陵菜片
měi yù wěi má jiāo náng	美愈伪麻胶囊
měi yù wěi má kē lì	美愈伪麻颗粒
mén dōng ān suān gài piàn	门冬氨酸钙片
méng huā máo gān níng piàn	蒙花锚肝宁片
mèng lǔ sī tè nà piàn	孟鲁司特钠片
méng tuō shí fēn sǎn piàn	蒙脱石分散片
mǐ fēi sī tóng jiāo náng	米非司酮胶囊
mì gài xī bí pēn jì	密盖息鼻喷剂
mì gài xī zhù shè yè	密盖息注射液
mí kě bǎo zhù shè yè	弥可保注射液
mī kuí mò tè rǔ gāo	咪喹莫特乳膏
mǐ lì nóng zhù shè yè	米力农注射液
mǐ nuò huán sù jiāo náng	米诺环素胶囊
mǐ suǒ qián liè chún piàn	米索前列醇片
mǐ xī níng zhù shè yè	米西宁注射液
mī zuò suān yǐ zhǐ piàn	咪唑酸乙酯片
mián ān kāng kǒu fú yè	眠安康口服液
mián ān níng kǒu fú yè	眠安宁口服液
mǐn zhì lín huǎn shì piàn	皿治林缓释片
míng huò jiàng zhī kē lì	明藿降脂颗粒
míng mù liù wèi tāng sàn	明目六味汤散
mò gé lì zhū dān kàng	莫格利珠单抗
mó luó dān xiǎo mì wán	摩罗丹小蜜丸
mò pǐ luó xīng ruǎn gāo	莫匹罗星软膏
mù guā méi cháng róng piàn	木瓜酶肠溶片
mù guā wán dà mì wán	木瓜丸大蜜丸
mù táng chún kǒu fú yè	木糖醇口服液
mù táng chún zhù shè yè	木糖醇注射液
mù xiāng shùn qì kē lì	木香顺气颗粒
nà cuī lí huǎn shì piàn	纳催离缓释片
nà fú shā xīng ruǎn gāo	那氟沙星软膏
nà gé liè nài jiāo náng	那格列奈胶囊
nà jiù hǎo jù hǎo sàn	那就好聚好散
nà luò tóng zhù shè yè	纳洛酮注射液
nà luò tóng zhù shè yè	纳络酮注射液
nà mǐn wěi má jiāo náng	那敏伪麻胶囊
nà wǔ lì yóu dān kàng	纳武利尤单抗
nài dīng měi tóng jiāo náng	萘丁美酮胶囊
nài fú pàn zhù shè yè	奈福泮注射液
nài mǐn wéi dī yǎn yè	萘敏维滴眼液
nài pài dì ěr jiāo náng	萘哌地尔胶囊
nài pǔ shēng fēn sàn piàn	萘普生分散片
nài pǔ shēng huǎn shì piàn	萘普生缓释片
nài pǔ shēng nà jiāo náng	萘普生钠胶囊
nài pǔ shēng nà kē lì	萘普生钠颗粒
nài pǔ shēng zhù shè yè	萘普生注射液
nài pū wéi dī yǎn yè	奈扑维滴眼液
nài pū wéi dī yǎn yè	萘扑维滴眼液
nài wéi lā píng jiāo náng	奈韦拉平胶囊
nán bǎn lán gēn kē lì	南板蓝根颗粒
nán fú dìng zhù shè yè	喃氟啶注射液
nǎo dé shēng jǔ jué piàn	脑得生咀嚼片
nǎo kāng líng kǒu fú yè	脑康灵口服液
nǎo lè jìng kǒu fú yè	脑乐静口服液
nǎo lè yǐn kǒu fú yè	脑乐饮口服液
nǎo lì qīng wán shuǐ wán	脑立清丸水丸
nǎo mài tài kǒu fú yè	脑脉泰口服液
nǎo mài tōng kǒu fú yè	脑脉通口服液
nǎo shuān kāng fù jiāo náng	脑栓康复胶囊
nǎo xiàn tài zhù shè yè	脑腺肽注射液
nǎo xīn shū kǒu fú yè	脑心舒口服液
nǎo xuè kāng kǒu fú yè	脑血康口服液
nǎo xuè kāng wán wēi wán	脑血康丸微丸
nǎo xuè shū kǒu fú yè	脑血疏口服液
néng ān jūn níng jiāo náng	能安均宁胶囊
néng quán lì kǒu fú yè	能全力口服液
ní gǔ dīng shé xià piàn	尼古丁舌下片
ní mài jiǎo lín jiāo náng	尼麦角林胶囊
ní měi shū lì jiāo náng	尼美舒利胶囊
ní měi shū lì kē lì	尼美舒利颗粒
ní mò dì píng jiāo náng	尼莫地平胶囊
ní mò dì píng jiāo wán	尼莫地平胶丸
ní mò tóng zhù shè yè	尼莫同注射液
ní qún dì píng jiāo náng	尼群地平胶囊
ní qún dì píng jiāo wán	尼群地平胶丸
ní qún dì píng tiē piàn	尼群地平贴片
ní suǒ dì píng jiāo náng	尼索地平胶囊
ní suǒ dì píng jiāo wán	尼索地平胶丸
ní zhā tì dīng jiāo náng	尼扎替丁胶囊
niào dú líng guàn cháng yè	尿毒灵灌肠液
niào jī méi zhù shè yè	尿激酶注射液
niào náng sù lǚ kē lì	尿囊素铝颗粒
níng hóng xīn zhù shè yè	宁红欣注射液
níng xīn bǎo kǒu fú yè	宁心宝口服液
niú huáng jiě dú jiāo náng	牛黄解毒胶囊
niú huáng jiě dú shuǐ wán	牛黄解毒水丸
niú huáng qīng gǎn jiāo náng	牛黄清感胶囊
niú huáng shàng qīng jiāo náng	牛黄上清胶囊
niú huáng shí sān wèi wán	牛黄十三味丸
niú huáng xiāo yán líng wán	牛黄消炎灵丸
niú wěi hāo yóu dī wán	牛尾蒿油滴丸
nóng bǎi líng kǒu fú yè	浓柏灵口服液
nóng méi jiāo yóu róng yè	浓煤焦油溶液
nóng suō shuǐ niú jiǎo piàn	浓缩水牛角片
nuǎn qí gāo xiàng jiāo gāo	暖脐膏橡胶膏
nuǎn wèi shū lè kē lì	暖胃舒乐颗粒
nuò dí kāng kǒu fú yè	诺迪康口服液
nuò fú shā xīng jiāo náng	诺氟沙星胶囊
nuò fú shā xīng ruǎn gāo	诺氟沙星软膏
nuò hé líng zhù shè yè	诺和灵注射液
nuò hé zhù shè yè tóu	诺和注射液头
nuò yùn zhǐ sān xiāng piàn	诺孕酯三相片
nǚ jīn wán dà mì wán	女金丸大蜜丸
nǚ jīn wán shuǐ mì wán	女金丸水蜜丸
ōu nǎi yǐng zhù shè yè	欧乃影注射液
pà bó lì zhū dān kàng	帕博利珠单抗
pà sī yān jǐng jiāo náng	帕司烟肼胶囊
pài ān pǔ lì dān kàng	派安普利单抗
pái dú jiàng zhī jiāo náng	排毒降脂胶囊
pái dú qīng zhī jiāo náng	排毒清脂胶囊
pái kěn xiàn pái kěn gāo	排龈线排龈膏
pái shí lì dǎn kē lì	排石利胆颗粒
pài tì dìng zhù shè yè	哌替啶注射液
pào zhěn jìng dī yǎn yè	疱疹净滴眼液
péi fú shā xīng jiāo náng	培氟沙星胶囊
péi fú shā xīng ruǎn gāo	培氟沙星软膏
péi kūn wán xiǎo mì wán	培坤丸小蜜丸
péi tā dìng kǒu fú yè	培他啶口服液
péi yuán tōng nǎo jiāo náng	培元通脑胶囊
pén qiāng yán kǒu fú yè	盆腔炎口服液
pēn tuō wéi lín dī wán	喷托维林滴丸
pēn xī luò wéi rǔ gāo	喷昔洛韦乳膏
pén yán jìng kǒu fú yè	盆炎净口服液
pén yán líng kǒu fú yè	盆炎灵口服液
pí ān tài kǒu fú yè	脾氨肽口服液
pǐ duō mò dé kē lì	匹多莫德颗粒
pí duō tài zhù shè yè	脾多肽注射液
pí fū bìng xuè dú wán	皮肤病血毒丸
pí wèi jiàn kǒu fú yè	脾胃健口服液
pí xià zhù shè yòng piàn	皮下注射用片
píng chuǎn yì qì kē lì	平喘益气颗粒
pō ní sōng dī yǎn yè	泼尼松滴眼液
pō ní sōng lóng ruǎn gāo	泼尼松龙软膏
pú dì lán xiāo yán piàn	蒲地蓝消炎片
pū ěr mǐn zhù shè yè	扑尔敏注射液
pǔ fá tā tīng nà piàn	普伐他汀钠片
pú gān jù táng jiāo náng	葡甘聚糖胶囊
pú lín fàn sān gài piàn	葡磷泛三钙片
pǔ lǔ kǎ dì lǔ piàn	普鲁卡地鲁片
pǔ lǔ kǎ yīn àn piàn	普鲁卡因胺片
pǔ lǔ kǎ yīn róng yè	普鲁卡因溶液
pǔ lún sī tè jiāo náng	普仑司特胶囊
pǔ luó cí xī rǔ gāo	普罗雌烯乳膏
pǔ luó pà tóng jiāo náng	普罗帕酮胶囊
pǔ nuò níng sī jiāo náng	普诺宁思胶囊
pú qīng pú gōng yīng piàn	蒲清蒲公英片
pú quán nèi zhǐ jiāo náng	葡醛内酯胶囊
pú tao táng suān gài piàn	葡萄糖酸钙片
pú tao táng suān xīn piàn	葡萄糖酸锌片
pú tao táng zhù shè yè	葡萄溏注射液
pú tao táng zhù shè yè	葡萄糖注射液
qī bǎo měi rán jiāo náng	七宝美髯胶囊
qī bǎo měi rán kē lì	七宝美髯颗粒
qí cān bǔ qì jiāo náng	芪参补气胶囊
qǐ cān bǔ shèn kē lì	杞参补肾颗粒
qí cān jiàn xīn kē lì	芪参健心颗粒
qí cān tōng luò jiāo náng	芪参通络胶囊
qí dōng yǎng xuè jiāo náng	芪冬养血胶囊
qí dōng yí xīn kē lì	芪冬颐心颗粒
qí dūn guǒ suān jiāo náng	齐墩果酸胶囊
qí duō fū dìng jiāo náng	齐多夫定胶囊
qí fāng qì xuè kē lì	芪芳气血颗粒
qí fēng gù biǎo kē lì	芪风固表颗粒
qì guǎn yán xiàng jiāo gāo	气管炎橡胶膏
qí guàn yǎng gān kē lì	芪贯养肝颗粒
qí guī fù shé jiāo náng	芪归蝮蛇胶囊
qí guī shēng xuè jiāo náng	芪归生血胶囊
qí huáng xiāo kě jiāo náng	芪黄消渴胶囊
qí jiǎ lì fèi jiāo náng	芪甲利肺胶囊
qí jiāo shēng bái jiāo náng	芪胶升白胶囊
qǐ jú dì huáng jiāo náng	杞菊地黄胶囊
qǐ jú rùn mù kē lì	杞菊润目颗粒
qí lì qiáng xīn jiāo náng	芪苈强心胶囊
qí líng yì qì kē lì	芪苓益气颗粒
qí lóng cháng róng jiāo náng	芪龙肠溶胶囊
qí lóng tōng luò jiāo náng	芪龙通络胶囊
qí lù bǔ xuè kē lì	芪鹿补血颗粒
qǐ lù wēn shèn jiāo náng	杞鹿温肾胶囊
qí lù zhú bì jiāo náng	耆鹿逐痹胶囊
qǐ róng yì jīng kē lì	杞蓉益精颗粒
qí sháo ān wèi jiāo náng	芪芍安胃胶囊
qí shé méi zhù shè yè	蕲蛇酶注射液
qí shēn yì qì dī wán	芪参益气滴丸
qī shí wèi sōng shí wán	七十味松石丸
qī shí wèi zhēn zhū wán	七十味珍珠丸
qí téng yì xuè kē lì	芪藤益血颗粒
qī wèi kē téng zi wán	七味榼藤子丸
qī wèi kē téng zi wán	七味瞌藤子丸
qī wèi mǎ qián zǐ wán	七味马钱子丸
qī wèi páng xiè jiǎ wán	七味螃蟹甲丸
qī wèi shā shēn tāng sàn	七味沙参汤散
qī wèi suān téng guǒ wán	七味酸藤果丸
qī wèi tù ěr cǎo sàn	七味兔耳草散
qī wèi wèi tòng jiāo náng	七味胃痛胶囊
qī wèi wèi tōng jiāo náng	七味胃通胶囊
qī wèi wēn yáng jiāo náng	七味温阳胶囊
qī wèi xiāo kě jiāo náng	七味消渴胶囊
qī wèi yì qì jiāo náng	七味益气胶囊
qí xiān bǔ shèn jiāo náng	芪仙补肾胶囊
qí xiāng yì shèn kē lì	芪香益肾颗粒
qì xuè chūn kǒu fú yè	气血春口服液
qì xuè kāng kǒu fú yè	气血康口服液
qī yè shén ān dī wán	七叶神安滴丸
qī yè zào gān nà piàn	七叶皂苷钠片
qí zhèng xiāo tòng tiē gāo	奇正消痛贴膏
qí zhì jiàng táng jiāo náng	芪蛭降糖胶囊
qí zhì tōng luò jiāo náng	芪蛭通络胶囊
qì zhì wèi tòng chōng jì	气滞胃痛冲剂
qì zhì wèi tòng jiāo náng	气滞胃痛胶囊
qì zhì wèi tòng kē lì	气滞胃痛颗粒
qiān bǎi bí yán jiāo náng	千柏鼻炎胶囊
qiān bǎi bí yán kē lì	千柏鼻炎颗粒
qiān jīn téng dìng jiǎn piàn	千金滕啶碱片
qiān jīn téng dìng jiǎn piàn	千金藤啶碱片
qián liè bèi xǐ jiāo náng	前列倍喜胶囊
qián liè jiě dú jiāo náng	前列解毒胶囊
qián liè kāng shū jiāo náng	前列康舒胶囊
qián liè shū lè jiāo náng	前列舒乐胶囊
qián liè shū lè kē lì	前列舒乐颗粒
